Genesis/Genesis_1-29,"God said, ""Behold, I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food.",12.5
Genesis/Genesis_1-30,"To every animal of the earth, and to every bird of the sky, and to everything that creeps on the earth, in which there is life, I have given every green herb for food;"" and it was so.",10.9
Genesis/Genesis_1-31,"God saw everything that he had made, and, behold, it was very good. There was evening and there was morning, a sixth day.",11.8
Genesis/Genesis_2-1,"The heavens and the earth were finished, and all their vast array.",5.0
Genesis/Genesis_2-2,On the seventh day God finished his work which he had made; and he rested on the seventh day from all his work which he had made.,7.3
Genesis/Genesis_2-3,"God blessed the seventh day, and made it holy, because he rested in it from all his work which he had created and made.",7.4
Genesis/Genesis_2-4,"This is the history of the generations of the heavens and of the earth when they were created, in the day that Yahweh God made the earth and the heavens.",8.8
Genesis/Genesis_2-5,"No plant of the field was yet in the earth, and no herb of the field had yet sprung up; for Yahweh God had not caused it to rain on the earth. There was not a man to till the ground,",11.6
Genesis/Genesis_2-6,"but a mist went up from the earth, and watered the whole surface of the ground.",4.0
Genesis/Genesis_2-7,"Yahweh God formed man from the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul.",9.0
Genesis/Genesis_2-8,"Yahweh God planted a garden eastward, in Eden, and there he put the man whom he had formed.",6.4
Genesis/Genesis_2-9,"Out of the ground Yahweh God made every tree to grow that is pleasant to the sight, and good for food; the tree of life also in the middle of the garden, and the tree of the knowledge of good and evil.",12.3
Genesis/Genesis_2-10,"A river went out of Eden to water the garden; and from there it was parted, and became four heads.",6.9
Genesis/Genesis_2-11,"The name of the first is Pishon: this is the one which flows through the whole land of Havilah, where there is gold;",7.3
Genesis/Genesis_2-12,and the gold of that land is good. There is aromatic resin and the onyx stone.,5.0
Genesis/Genesis_2-13,The name of the second river is Gihon: the same river that flows through the whole land of Cush.,6.4
Genesis/Genesis_2-14,The name of the third river is Hiddekel: this is the one which flows in front of Assyria. The fourth river is the Euphrates.,8.8
Genesis/Genesis_2-15,"Yahweh God took the man, and put him into the garden of Eden to dress it and to keep it.",5.5
Genesis/Genesis_2-16,"Yahweh God commanded the man, saying, ""Of every tree of the garden you may freely eat;",5.9
Genesis/Genesis_2-17,"but of the tree of the knowledge of good and evil, you shall not eat of it; for in the day that you eat of it you will surely die.""",6.9
Genesis/Genesis_2-18,"Yahweh God said, ""It is not good that the man should be alone; I will make him a helper suitable for him.""",8.3
Genesis/Genesis_2-19,"Out of the ground Yahweh God formed every animal of the field, and every bird of the sky, and brought them to the man to see what he would call them. Whatever the man called every living creature, that was its name.",13.5
Genesis/Genesis_2-20,"The man gave names to all livestock, and to the birds of the sky, and to every animal of the field; but for man there was not found a helper suitable for him.",10.0
Genesis/Genesis_2-21,"Yahweh God caused a deep sleep to fall on the man, and he slept; and he took one of his ribs, and closed up the flesh in its place.",8.8
Genesis/Genesis_2-22,"He made the rib, which Yahweh God had taken from the man, into a woman, and brought her to the man.",5.8
Genesis/Genesis_2-23,"The man said, ""This is now bone of my bones, and flesh of my flesh. She will be called Woman, because she was taken out of Man.""",10.3
Genesis/Genesis_2-24,"Therefore a man will leave his father and his mother, and will join with his wife, and they will be one flesh.",7.1
Genesis/Genesis_2-25,"They were both naked, the man and his wife, and were not ashamed.",4.7
Genesis/Genesis_3-1,"Now the serpent was more subtle than any animal of the field which Yahweh God had made. He said to the woman, ""Has God really said, 'You shall not eat of any tree of the garden?'""",12.6
Genesis/Genesis_3-2,"The woman said to the serpent, ""Of the fruit of the trees of the garden we may eat,",5.5
Genesis/Genesis_3-3,"but of the fruit of the tree which is in the middle of the garden, God has said, 'You shall not eat of it, neither shall you touch it, lest you die.'""",7.8
Genesis/Genesis_3-4,"The serpent said to the woman, ""You won't surely die,",4.7
Genesis/Genesis_3-5,"for God knows that in the day you eat it, your eyes will be opened, and you will be like God, knowing good and evil.""",8.3
Genesis/Genesis_3-6,"When the woman saw that the tree was good for food, and that it was a delight to the eyes, and that the tree was to be desired to make one wise, she took of the fruit of it, and ate; and she gave some to her husband with her, and he ate.",15.3
Genesis/Genesis_3-7,"The eyes of both of them were opened, and they knew that they were naked. They sewed fig leaves together, and made themselves aprons.",8.4
Genesis/Genesis_3-8,"They heard the voice of Yahweh God walking in the garden in the cool of the day, and the man and his wife hid themselves from the presence of Yahweh God among the trees of the garden.",10.7
Genesis/Genesis_3-9,"Yahweh God called to the man, and said to him, ""Where are you?""",5.0
Genesis/Genesis_3-10,"The man said, ""I heard your voice in the garden, and I was afraid, because I was naked; and I hid myself.""",7.7
Genesis/Genesis_3-11,"God said, ""Who told you that you were naked? Have you eaten from the tree that I commanded you not to eat from?""",7.7
Genesis/Genesis_3-12,"The man said, ""The woman whom you gave to be with me, she gave me of the tree, and I ate.""",6.5
Genesis/Genesis_3-13,"Yahweh God said to the woman, ""What is this you have done?"" The woman said, ""The serpent deceived me, and I ate.""",8.9
Genesis/Genesis_3-14,"Yahweh God said to the serpent, ""Because you have done this, cursed are you above all livestock, and above every animal of the field. On your belly shall you go, and you shall eat dust all the days of your life.",13.9
Genesis/Genesis_3-15,"I will put enmity between you and the woman, and between your offspring and her offspring. He will bruise your head, and you will bruise his heel.""",9.0
Genesis/Genesis_3-16,"To the woman he said, ""I will greatly multiply your pain in childbirth. In pain you will bring forth children. Your desire will be for your husband, and he will rule over you.""",12.4
Genesis/Genesis_3-17,"To Adam he said, ""Because you have listened to your wife's voice, and have eaten of the tree, of which I commanded you, saying, 'You shall not eat of it,' cursed is the ground for your sake. In toil you will eat of it all the days of your life.",16.2
Genesis/Genesis_3-18,Thorns also and thistles will it bring forth to you; and you will eat the herb of the field.,5.8
Genesis/Genesis_3-19,"By the sweat of your face will you eat bread until you return to the ground, for out of it you were taken. For you are dust, and to dust you shall return.""",10.3
Genesis/Genesis_3-20,"The man called his wife Eve, because she was the mother of all living.",5.2
Genesis/Genesis_3-21,"Yahweh God made coats of skins for Adam and for his wife, and clothed them.",5.0
Genesis/Genesis_3-22,"Yahweh God said, ""Behold, the man has become like one of us, knowing good and evil. Now, lest he put forth his hand, and also take of the tree of life, and eat, and live forever...""",13.1
Genesis/Genesis_3-23,"Therefore Yahweh God sent him forth from the garden of Eden, to till the ground from which he was taken.",6.8
Genesis/Genesis_3-24,"So he drove out the man; and he placed Cherubs at the east of the garden of Eden, and the flame of a sword which turned every way, to guard the way to the tree of life.",10.7
Genesis/Genesis_4-1,"The man knew Eve his wife. She conceived, and gave birth to Cain, and said, ""I have gotten a man with Yahweh's help.""",9.3
Genesis/Genesis_4-2,"Again she gave birth, to Cain's brother Abel. Abel was a keeper of sheep, but Cain was a tiller of the ground.",7.8
Genesis/Genesis_4-3,"As time passed, it happened that Cain brought an offering to Yahweh from the fruit of the ground.",5.8
Genesis/Genesis_4-4,"Abel also brought some of the firstborn of his flock and of the fat of it. Yahweh respected Abel and his offering,",7.9
Genesis/Genesis_4-5,"but he didn't respect Cain and his offering. Cain was very angry, and the expression on his face fell.",7.2
Genesis/Genesis_4-6,"Yahweh said to Cain, ""Why are you angry? Why has the expression of your face fallen?",6.4
Genesis/Genesis_4-7,"If you do well, will it not be lifted up? If you don't do well, sin crouches at the door. Its desire is for you, but you are to rule over it.""",10.9
Genesis/Genesis_4-8,"Cain said to Abel, his brother, ""Let's go into the field."" It happened when they were in the field, that Cain rose up against Abel, his brother, and killed him.",10.5
Genesis/Genesis_4-9,"Yahweh said to Cain, ""Where is Abel, your brother?"" He said, ""I don't know. Am I my brother's keeper?""",9.0
Genesis/Genesis_4-10,"Yahweh said, ""What have you done? The voice of your brother's blood cries to me from the ground.",7.2
Genesis/Genesis_4-11,"Now you are cursed because of the ground, which has opened its mouth to receive your brother's blood from your hand.",6.6
Genesis/Genesis_4-12,"From now on, when you till the ground, it won't yield its strength to you. You shall be a fugitive and a wanderer in the earth.""",7.8
Genesis/Genesis_4-13,"Cain said to Yahweh, ""My punishment is greater than I can bear.",5.1
Genesis/Genesis_4-14,"Behold, you have driven me out this day from the surface of the ground. I will be hidden from your face, and I will be a fugitive and a wanderer in the earth. It will happen that whoever finds me will kill me.""",13.2
Genesis/Genesis_4-15,"Yahweh said to him, ""Therefore whoever slays Cain, vengeance will be taken on him sevenfold."" Yahweh appointed a sign for Cain, lest any finding him should strike him.",13.4
Genesis/Genesis_4-16,"Cain went out from Yahweh's presence, and lived in the land of Nod, east of Eden.",6.2
Genesis/Genesis_4-17,"Cain knew his wife. She conceived, and gave birth to Enoch. He built a city, and called the name of the city, after the name of his son, Enoch.",9.6
Genesis/Genesis_4-18,To Enoch was born Irad. Irad became the father of Mehujael. Mehujael became the father of Methushael. Methushael became the father of Lamech.,11.3
Genesis/Genesis_4-19,"Lamech took two wives: the name of the one was Adah, and the name of the other Zillah.",6.4
Genesis/Genesis_4-20,"Adah gave birth to Jabal, who was the father of those who dwell in tents and have livestock.",5.7
Genesis/Genesis_4-21,"His brother's name was Jubal, who was the father of all who handle the harp and pipe.",5.6
Genesis/Genesis_4-22,"Zillah also gave birth to Tubal Cain, the forger of every cutting instrument of brass and iron. Tubal Cain's sister was Naamah.",9.7
Genesis/Genesis_4-23,"Lamech said to his wives, ""Adah and Zillah, hear my voice. You wives of Lamech, listen to my speech, for I have slain a man for wounding me, a young man for bruising me.",12.6
Genesis/Genesis_4-24,"If Cain will be avenged seven times, truly Lamech seventy-seven times.""",5.8
Genesis/Genesis_4-25,"Adam knew his wife again. She gave birth to a son, and named him Seth, ""for God has appointed me another child instead of Abel, for Cain killed him.""",11.9
Genesis/Genesis_4-26,"There was also born a son to Seth, and he named him Enosh. Then men began to call on Yahweh's name.",8.9
Genesis/Genesis_5-1,"This is the book of the generations of Adam. In the day that God created man, he made him in God's likeness.",8.3
Genesis/Genesis_5-2,"He created them male and female, and blessed them, and called their name Adam, in the day when they were created.",7.2
Genesis/Genesis_5-3,"Adam lived one hundred thirty years, and became the father of a son in his own likeness, after his image, and named him Seth.",7.8
Genesis/Genesis_5-4,"The days of Adam after he became the father of Seth were eight hundred years, and he became the father of sons and daughters.",7.9
Genesis/Genesis_5-5,"All the days that Adam lived were nine hundred thirty years, then he died.",5.1
Genesis/Genesis_5-6,"Seth lived one hundred five years, and became the father of Enosh.",4.6
Genesis/Genesis_5-7,"Seth lived after he became the father of Enosh eight hundred seven years, and became the father of sons and daughters.",7.1
Genesis/Genesis_5-8,"All the days of Seth were nine hundred twelve years, then he died.",4.7
Genesis/Genesis_5-9,"Enosh lived ninety years, and became the father of Kenan.",4.6
Genesis/Genesis_5-10,"Enosh lived after he became the father of Kenan, eight hundred fifteen years, and became the father of sons and daughters.",7.7
Genesis/Genesis_5-11,"All the days of Enosh were nine hundred five years, then he died.",5.0
Genesis/Genesis_5-12,"Kenan lived seventy years, and became the father of Mahalalel.",5.5
Genesis/Genesis_5-13,"Kenan lived after he became the father of Mahalalel eight hundred forty years, and became the father of sons and daughters",7.3
Genesis/Genesis_5-14,"and all the days of Kenan were nine hundred ten years, then he died.",4.6
Genesis/Genesis_5-15,"Mahalalel lived sixty-five years, and became the father of Jared.",5.4
Genesis/Genesis_5-16,"Mahalalel lived after he became the father of Jared eight hundred thirty years, and became the father of sons and daughters.",7.6
Genesis/Genesis_5-17,"All the days of Mahalalel were eight hundred ninety-five years, then he died.",5.5
Genesis/Genesis_5-18,"Jared lived one hundred sixty-two years, and became the father of Enoch.",5.8
Genesis/Genesis_5-19,"Jared lived after he became the father of Enoch eight hundred years, and became the father of sons and daughters.",6.5
Genesis/Genesis_5-20,"All the days of Jared were nine hundred sixty-two years, then he died.",5.0
Genesis/Genesis_5-21,"Enoch lived sixty-five years, and became the father of Methuselah.",4.8
Genesis/Genesis_5-22,"Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",7.6
Genesis/Genesis_5-23,All the days of Enoch were three hundred sixty-five years.,4.0
Genesis/Genesis_5-24,"Enoch walked with God, and he was not, for God took him.",4.7
Genesis/Genesis_5-25,"Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",5.2
Genesis/Genesis_5-26,"Methuselah lived after he became the father of Lamech seven hundred eighty-two years, and became the father of sons and daughters.",7.6
Genesis/Genesis_5-27,"All the days of Methuselah were nine hundred sixty-nine years, then he died.",5.7
Genesis/Genesis_5-28,"Lamech lived one hundred eighty-two years, and became the father of a son,",4.6
Genesis/Genesis_5-29,"and he named him Noah, saying, ""This same will comfort us in our work and in the toil of our hands, because of the ground which Yahweh has cursed.""",9.0
Genesis/Genesis_5-30,"Lamech lived after he became the father of Noah five hundred ninety-five years, and became the father of sons and daughters.",8.2
Genesis/Genesis_5-31,"All the days of Lamech were seven hundred seventy-seven years, then he died.",5.7
Genesis/Genesis_5-32,"Noah was five hundred years old, and Noah became the father of Shem, Ham, and Japheth.",8.4
Genesis/Genesis_6-1,"It happened, when men began to multiply on the surface of the ground, and daughters were born to them,",7.1
Genesis/Genesis_6-2,"that God's sons saw that men's daughters were beautiful, and they took for themselves wives of all that they chose.",6.9
Genesis/Genesis_6-3,"Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",10.4
Genesis/Genesis_6-4,"The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",14.8
Genesis/Genesis_6-5,"Yahweh saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.",9.8
Genesis/Genesis_6-6,"Yahweh was sorry that he had made man on the earth, and it grieved him in his heart.",5.3
Genesis/Genesis_6-7,"Yahweh said, ""I will destroy man whom I have created from the surface of the ground; man, along with animals, creeping things, and birds of the sky; for I am sorry that I have made them.""",12.5
Genesis/Genesis_6-8,But Noah found favor in Yahweh's eyes.,3.4
Genesis/Genesis_6-9,"This is the history of the generations of Noah. Noah was a righteous man, blameless among the people of his time. Noah walked with God.",11.7
Genesis/Genesis_6-10,"Noah became the father of three sons: Shem, Ham, and Japheth.",5.5
Genesis/Genesis_6-11,"The earth was corrupt before God, and the earth was filled with violence.",4.9
Genesis/Genesis_6-12,"God saw the earth, and saw that it was corrupt, for all flesh had corrupted their way on the earth.",6.9
Genesis/Genesis_6-13,"God said to Noah, ""The end of all flesh has come before me, for the earth is filled with violence through them. Behold, I will destroy them with the earth.",10.8
Genesis/Genesis_6-14,"Make a ship of gopher wood. You shall make rooms in the ship, and shall seal it inside and outside with pitch.",7.2
Genesis/Genesis_6-15,"This is how you shall make it. The length of the ship will be three hundred cubits, the breadth of it fifty cubits, and the height of it thirty cubits.",9.0
Genesis/Genesis_6-16,"You shall make a roof in the ship, and to a cubit shall you finish it upward. You shall set the door of the ship in its side. You shall make it with lower, second, and third levels.",11.9
Genesis/Genesis_6-17,"I, even I, do bring the flood of waters on this earth, to destroy all flesh having the breath of life from under the sky. Everything that is in the earth will die.",11.4
Genesis/Genesis_6-18,"But I will establish my covenant with you. You shall come into the ship, you, your sons, your wife, and your sons' wives with you.",9.2
Genesis/Genesis_6-19,"Of every living thing of all flesh, you shall bring two of every sort into the ship, to keep them alive with you. They shall be male and female.",10.2
Genesis/Genesis_6-20,"Of the birds after their kind, of the livestock after their kind, of every creeping thing of the ground after its kind, two of every sort shall come to you, to keep them alive.",11.8
Genesis/Genesis_6-21,"Take with you of all food that is eaten, and gather it to you; and it will be for food for you, and for them.""",6.7
Genesis/Genesis_6-22,"Thus Noah did. According to all that God commanded him, so he did.",6.6
Genesis/Genesis_7-1,"Yahweh said to Noah, ""Come with all of your household into the ship, for I have seen your righteousness before me in this generation.",9.9
Genesis/Genesis_7-2,"You shall take seven pairs of every clean animal with you, the male and his female. Of the animals that are not clean, take two, the male and his female.",10.5
Genesis/Genesis_7-3,"Also of the birds of the sky, seven and seven, male and female, to keep seed alive on the surface of all the earth.",8.4
Genesis/Genesis_7-4,"In seven days, I will cause it to rain on the earth for forty days and forty nights. Every living thing that I have made, I will destroy from the surface of the ground.""",10.9
Genesis/Genesis_7-5,Noah did everything that Yahweh commanded him.,3.5
Genesis/Genesis_7-6,Noah was six hundred years old when the flood of waters came on the earth.,5.2
Genesis/Genesis_7-7,"Noah went into the ship with his sons, his wife, and his sons' wives, because of the waters of the flood.",6.8
Genesis/Genesis_7-8,"Clean animals, animals that are not clean, birds, and everything that creeps on the ground",6.7
Genesis/Genesis_7-9,"went by pairs to Noah into the ship, male and female, as God commanded Noah.",5.5
Genesis/Genesis_7-10,"It happened after the seven days, that the waters of the flood came on the earth.",5.7
Genesis/Genesis_7-11,"In the six hundredth year of Noah's life, in the second month, on the seventeenth day of the month, on the same day all the fountains of the great deep were burst open, and the sky's windows were opened.",12.8
Genesis/Genesis_7-12,The rain was on the earth forty days and forty nights.,4.2
Genesis/Genesis_7-13,"In the same day Noah, and Shem, Ham, and Japheth, the sons of Noah, and Noah's wife, and the three wives of his sons with them, entered into the ship;",12.1
Genesis/Genesis_7-14,"they, and every animal after its kind, all the livestock after their kind, every creeping thing that creeps on the earth after its kind, and every bird after its kind, every bird of every sort.",12.2
Genesis/Genesis_7-15,"They went to Noah into the ship, by pairs of all flesh with the breath of life in them.",5.1
Genesis/Genesis_7-16,"Those who went in, went in male and female of all flesh, as God commanded him; and Yahweh shut him in.",7.6
Genesis/Genesis_7-17,"The flood was forty days on the earth. The waters increased, and lifted up the ship, and it was lifted up above the earth.",8.9
Genesis/Genesis_7-18,"The waters prevailed, and increased greatly on the earth; and the ship floated on the surface of the waters.",6.8
Genesis/Genesis_7-19,The waters prevailed exceedingly on the earth. All the high mountains that were under the whole sky were covered.,7.6
Genesis/Genesis_7-20,"The waters prevailed fifteen cubits upward, and the mountains were covered.",5.0
Genesis/Genesis_7-21,"All flesh died that moved on the earth, including birds, livestock, animals, every creeping thing that creeps on the earth, and every man.",9.2
Genesis/Genesis_7-22,"All in whose nostrils was the breath of the spirit of life, of all that was on the dry land, died.",7.0
Genesis/Genesis_7-23,"Every living thing was destroyed that was on the surface of the ground, including man, livestock, creeping things, and birds of the sky. They were destroyed from the earth. Only Noah was left, and those who were with him in the ship.",15.1
Genesis/Genesis_7-24,The waters prevailed on the earth one hundred fifty days.,5.6
Genesis/Genesis_8-1,"God remembered Noah, all the animals, and all the livestock that were with him in the ship; and God made a wind to pass over the earth. The waters subsided.",11.3
Genesis/Genesis_8-2,"The deep's fountains and the sky's windows were also stopped, and the rain from the sky was restrained.",6.8
Genesis/Genesis_8-3,The waters receded from the earth continually. After the end of one hundred fifty days the waters decreased.,7.1
Genesis/Genesis_8-4,"The ship rested in the seventh month, on the seventeenth day of the month, on Ararat's mountains.",6.4
Genesis/Genesis_8-5,"The waters receded continually until the tenth month. In the tenth month, on the first day of the month, the tops of the mountains were seen.",9.3
Genesis/Genesis_8-6,"It happened at the end of forty days, that Noah opened the window of the ship which he had made,",5.9
Genesis/Genesis_8-7,"and he sent forth a raven. It went back and forth, until the waters were dried up from the earth.",5.9
Genesis/Genesis_8-8,"He sent forth a dove from him, to see if the waters were abated from the surface of the ground,",6.4
Genesis/Genesis_8-9,"but the dove found no place to rest her foot, and she returned to him into the ship; for the waters were on the surface of the whole earth. He put forth his hand, and took her, and brought her to him into the ship.",12.1
Genesis/Genesis_8-10,He stayed yet another seven days; and again he sent forth the dove out of the ship.,5.9
Genesis/Genesis_8-11,"The dove came back to him at evening, and, behold, in her mouth was an olive leaf plucked off. So Noah knew that the waters were abated from the earth.",9.7
Genesis/Genesis_8-12,"He stayed yet another seven days, and sent forth the dove; and she didn't return to him any more.",6.9
Genesis/Genesis_8-13,"It happened in the six hundred first year, in the first month, the first day of the month, the waters were dried up from the earth. Noah removed the covering of the ship, and looked. He saw that the surface of the ground was dried.",16.0
Genesis/Genesis_8-14,"In the second month, on the twenty-seventh day of the month, the earth was dry.",4.8
Genesis/Genesis_8-15,"God spoke to Noah, saying,",2.5
Genesis/Genesis_8-16,"""Go out of the ship, you, and your wife, and your sons, and your sons' wives with you.",5.4
Genesis/Genesis_8-17,"Bring forth with you every living thing that is with you of all flesh, including birds, livestock, and every creeping thing that creeps on the earth, that they may breed abundantly in the earth, and be fruitful, and multiply on the earth.""",13.5
Genesis/Genesis_8-18,"Noah went forth, with his sons, his wife, and his sons' wives with him.",5.4
Genesis/Genesis_8-19,"Every animal, every creeping thing, and every bird, whatever moves on the earth, after their families, went out of the ship.",8.5
Genesis/Genesis_8-20,"Noah built an altar to Yahweh, and took of every clean animal, and of every clean bird, and offered burnt offerings on the altar.",8.6
Genesis/Genesis_8-21,"Yahweh smelled the sweet savor. Yahweh said in his heart, ""I will not again curse the ground any more for man's sake, because the imagination of man's heart is evil from his youth; neither will I ever again strike everything living, as I have done.",17.0
Genesis/Genesis_8-22,"While the earth remains, seed time and harvest, and cold and heat, and summer and winter, and day and night shall not cease.""",9.0
Genesis/Genesis_9-1,"God blessed Noah and his sons, and said to them, ""Be fruitful, and multiply, and replenish the earth.",8.1
Genesis/Genesis_9-2,"The fear of you and the dread of you will be on every animal of the earth, and on every bird of the sky. Everything that the ground teems with, and all the fish of the sea are delivered into your hand.",12.5
Genesis/Genesis_9-3,"Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",7.4
Genesis/Genesis_9-4,"But flesh with the life of it, the blood of it, you shall not eat.",4.6
Genesis/Genesis_9-5,"I will surely require your blood of your lives. At the hand of every animal I will require it. At the hand of man, even at the hand of every man's brother, I will require the life of man.",12.2
Genesis/Genesis_9-6,"Whoever sheds man's blood, his blood will be shed by man, for God made man in his own image.",7.0
Genesis/Genesis_9-7,"Be fruitful and multiply. Bring forth abundantly in the earth, and multiply in it.""",5.9
Genesis/Genesis_9-8,"God spoke to Noah and to his sons with him, saying,",4.0
Genesis/Genesis_9-9,"""As for me, behold, I establish my covenant with you, and with your offspring after you,",6.9
Genesis/Genesis_9-10,"and with every living creature that is with you: the birds, the livestock, and every animal of the earth with you, of all that go out of the ship, even every animal of the earth.",10.4
Genesis/Genesis_9-11,"I will establish my covenant with you: all flesh will not be cut off any more by the waters of the flood, neither will there ever again be a flood to destroy the earth.""",10.3
Genesis/Genesis_9-12,"God said, ""This is the token of the covenant which I make between me and you and every living creature that is with you, for perpetual generations:",10.1
Genesis/Genesis_9-13,"I set my rainbow in the cloud, and it will be for a sign of a covenant between me and the earth.",6.7
Genesis/Genesis_9-14,"It will happen, when I bring a cloud over the earth, that the rainbow will be seen in the cloud,",6.3
Genesis/Genesis_9-15,"and I will remember my covenant, which is between me and you and every living creature of all flesh, and the waters will no more become a flood to destroy all flesh.",10.1
Genesis/Genesis_9-16,"The rainbow will be in the cloud. I will look at it, that I may remember the everlasting covenant between God and every living creature of all flesh that is on the earth.""",10.6
Genesis/Genesis_9-17,"God said to Noah, ""This is the token of the covenant which I have established between me and all flesh that is on the earth.""",7.9
Genesis/Genesis_9-18,"The sons of Noah who went forth from the ship were Shem, Ham, and Japheth. Ham is the father of Canaan.",8.0
Genesis/Genesis_9-19,"These three were the sons of Noah, and from these, the whole earth was populated.",5.8
Genesis/Genesis_9-20,"Noah began to be a farmer, and planted a vineyard.",4.0
Genesis/Genesis_9-21,He drank of the wine and got drunk. He was uncovered within his tent.,4.7
Genesis/Genesis_9-22,"Ham, the father of Canaan, saw the nakedness of his father, and told his two brothers outside.",6.7
Genesis/Genesis_9-23,"Shem and Japheth took a garment, and laid it on both their shoulders, went in backwards, and covered the nakedness of their father. Their faces were backwards, and they didn't see their father's nakedness.",12.5
Genesis/Genesis_9-24,"Noah awoke from his wine, and knew what his youngest son had done to him.",5.3
Genesis/Genesis_9-25,"He said, ""Canaan is cursed. He will be servant of servants to his brothers.""",6.4
Genesis/Genesis_9-26,"He said, ""Blessed be Yahweh, the God of Shem. Let Canaan be his servant.",6.3
Genesis/Genesis_9-27,"May God enlarge Japheth. Let him dwell in the tents of Shem. Let Canaan be his servant.""",6.3
Genesis/Genesis_9-28,Noah lived three hundred fifty years after the flood.,3.9
Genesis/Genesis_9-29,"All the days of Noah were nine hundred fifty years, then he died.",6.1
Genesis/Genesis_10-1,"Now this is the history of the generations of the sons of Noah and of Shem, Ham, and Japheth. Sons were born to them after the flood.",9.9
Genesis/Genesis_10-2,"The sons of Japheth: Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.",7.3
Genesis/Genesis_10-3,"The sons of Gomer: Ashkenaz, Riphath, and Togarmah.",4.5
Genesis/Genesis_10-4,"The sons of Javan: Elishah, Tarshish, Kittim, and Dodanim.",5.4
Genesis/Genesis_10-5,"Of these were the islands of the nations divided in their lands, everyone after his language, after their families, in their nations.",8.2
