결핍되다	lack				
결혼 중매	matchmaking				
결혼식	marriage service				
겸비하다	unite				
겸형 적혈구 빈	sickle				
경감 사유	mitigating circumstances				
경계석	hoarstone				
경계하여	on the  quivive				
경도계	sclerometer				
경마를 업으로 하여	on the  turf				
경매 되다	come under the  hammer				
경비행기를 띄우다	puddlejump				
경사	heel				
경시	floccinaucinihilipilification				
경심	metacentric				
경영 참가	Mitbestimmung				
경제의 장	marketplace				
경치	scene				
경화하다	metalline				
곁쇠	skeleton key				
곁에 서다	stand				
계류하다	moor2				
계산기	printing calculator				
계속되다	come to  stay				
계속해일하다	work				
고간백종	milk leg				
고급 피지	vellum				
고급 홍차	orange pekoe				
고기 거는 갈고리	fleshhook				
고기 요리를 곁들인 오후의 차	high(meat)  tea				
고대 헬베티아족의	helvetian				
고리	link				
고리를 잡아당겨 여는	ring-pull				
고립시키다	quarantine				
고맙습니다	mahalo				
고문	third degree				
고별사	valedictory				
고살죄	manslaughter				
고상하게	in good style				
고생의 원인이 되는 특성	misfeature				
고생하며 헤쳐 나아가다	worry				
고수머리	wool				
고액 의료비 보험	majormedical				
고양이 출입문	cat door				
고역을 강제당하다	be chained to the  oar				
고장	foulup				
고장나서	fritz				
고주파로 파괴하다	fulgurate				
고지의 영장	scirefacias				
고층화 하다	Manhattanize				
곡물의 제물	meal offering				
곤경에 빠져	in the  soup				
곤경에 빠져서	in deep  water				
곤경에 빠지다	get into hot  water				
곤드레 만드레 취하여	drunk as a  lord				
곤란하여	at a  loss				
곤란해서	in  trouble				
곧 눈에 띄다	leap				
곧이 듣다	lap				
골동품	knickknack				
골동품	articles (objects) of  virtu				
골라내다	mark				
골라내다	winnow				
골무	thimble				
골을 끼다	tree				
골짜기	flume				
곰 놀리기	bearbaiting				
곱슬곱슬하게 되다	crisp				
곱슬곱슬하지 않은	lank				
공개 매입	takeover bid				
공개 시장 조작	openmarket operation				
공개일	open house				
공격하다	light				
공공 집회	Thing				
공급선	umbilical				
공기놀이	mig				
공기보다 무거운	heavierthanair				
공도	king's highway				
공동 작용할 수 있는	coordinated				
공동 집행인	coexecutor				
공동성명	joint				
공동성명	jointless				
공뢰	aerial  torpedo				
공모	public subscription				
공모	conspiracy				
공무원	public officer				
공문서서체	court hand				
공법률	public act				
공복	public  servant				
공손히	hat	gong soghi			
공유지	public land				
공익 사업	public  utility				
공인 주류 판매인	licensed				
공인주류 판매점	licensed				
공자리에서 치기 시작하다	tee	WTF			
공정선	production line				
공중 어뢰	hydrobomb				
공짜로 얻어먹는 사람	freeloader				
공채	public  loan				
공치는 방망이	mallet				
공판에 부치다	bring to (put on)  trial				
공표하다	make  known				
공해의 자유 항행권	freedom of the seas				
과거형만 있는	preteritive				
과격론자	fringer				
과관절	hock				
과녁 밖	outer, outback?	gvanyag back			
과녁에 맞히다	hit a  target				
과녁에서 빗나간	beside the  mark				
과녁을 벗어나서	wide				
과수원	fruit ranch				
과육 채취기	pulper				
과일을 상식하는 동물	frugivore				
과잉 살상력	overkill				
과자 상자	tuckbox				
관악기	wind	cvinanci			
광궤	broad(narrow)  gauge				
광명	light				
광장	maidan				
광천수 마시는 홀	pump room				
광택	luster				
광택계	glossmeter				
괜찮음	tolerability				
괴로운 나머지	in  torture				
괴로움을 당하다	to  harm				
괴로움을 당하여	under the  Harrow				
괴롭히다	ratten				
괴롭히다	to bother, to smite, to tease				
교구 위원회	vestry				
교살당하다	kick the  wind				
교섭 위원	manager				
교수형	necktie party				
교외 산책의	freeair				
교전 중인	at  war				
교통 두절	tieup				
구경부를 싼 금속박	foil capsule				
구구하고 울다	chuck				
구두 도입 교수법	oral approach				
구멍 뚫는 기계	keypunch				
구멍선이 없는	imperforate				
구멍이 잘 안 뚫리는	punctureresistant				
구명대	life preserver				
구명망	life net				
구보	double  march				
구부러진 다리	cabriole				
구성	maiden name				
구성 요소	formative element				
구애하다	make				
구역제	zoning				
구직광고	want ad				
구충제	vermicide				
구폐	the old  leaven				
구형 자동차	vintage car				
구획하다	mark				
국가 사회주의	Hitlerism				
국가 사회주의자	Hitlerite				
국가 지방 공무원 조합	Nalgo, N.A.L.G.O				
국경 관할관	marcher				
국립 고등 학교	lycee				
국민당	kuomintang				
국사범	state				
국유재산	state				
국지전	limited				
군사 교련	military science				
군사 정보국	military intelligence				
군주	liege				
군호하다	sound				
굳게 지키다	hold				
굳어진	candied				
굴뚝을 같춘	funneled				
굴욕을 참고 목적을이루다	stoop				
굴절	deflection				
굴절시키다	refract				
굴착기	navvy				
굴하지 않다	carry(keep)a stiff upper  lip				
굵은 채찍	cart whip				
굶주리게 하다	starve				
굼뜬	lymphatic				
굽	g/hoof 	!			
굽은	taliped				
궁정기사	court circular				
궁지에 몰려서	with one's back to the  wall				
궁지에 빠지다	go to the  wall				
권력	puissance				
권리	privilege				
권법	kung fu				
권총 케이스	holster				
권총을 들이대고	at  gunpoint				
권표 받드는 사람	verger				
궤도	orbit (around an object)				
궤도 사용권	trackage				
궤도에 올리다	orbit				
귀가 드러난	crop-eared				
귀때	lip WTF: ear		quick?		
귀선 유전	throwback				
귀여운 사람	mavourneen, -nin				
귀절	verse				
귀족의 저택	country house				
귀천	gentle				
규정에 따라 요리하다	kosher				
규정에 맞는	kosher				
규정하다	ordain				
규정항로	lane				
규칙	order				
규칙대로의	according to  Hoyle				
균형식	balanced				
그 동안	the  while				
그 밖에	over				
그 상표	masonite				
그 상표명	magic eye				
그 자격으로	as  such				
그 자리에서 꼼짝 못하게 하다	transfix				
그 후 쭉	ever  since				
그것으로 됐다	and  welcome				
그것은 다소 위안이 된다	That is  something				
그네 곡예사	trapezist				
그다지 도움이 안되다	go little  way				
그대로	sic				
그라미시딘항생물질의 하나	gramicidin				
그래도	though				
그러나	but  then				
그러나 너무 하지 않게	ma non  troppo				
그러모은	scratchy				
그런데	now  then				
그렇다 치더라도	at  that				
그로기가 된	punchy				
그리고 나서	and  then				
그림 패	court card				
그만두다	let				
그의 이름을	for his name's  sake				
그치	my  gentleman				
극단으로	up to the  handle				
극단적으로	to the  limit				
극단파	lunatic fringe				
극도로	to the  utmost				
극량	maximum dose				
극북의 땅	Thule				
극소 부분의 연구	microstudy				
극소 전자 공학	molectronics				
극소 전자공학	microelectronics				
극소본	micro book				
극진히 돌보다	cocker				
극한	frozen limit				
근류 박테리아	rhizobium				
근친인	near (next) of  kin				
근해 어업	offshore				
긁어 넣듯이 처먹다	tuck				
금 테드리	matting				
금고 털이	safeblowing				
금기	taboo				
금몰	gold  lace				
금성 탐측기	Venik				
금일	today, the day in question	Com-jour		日光 [日光] rìguāng	阳 [陽] yáng [ASTRON.]
금제선	forbidden line				
금지	proscription				
금지령을 선포하다	proclaim				
급변	flipflap				
급변	flipflop				
급속 냉동하다	frost				
급수장	watering place				
급함	hurry	gib gas/ham:)			
기	power, vitality, energy				
기 (를 쓰다)	to use/take up energy				
기가 죽다	funk				
기계 수리 기술자	millwright				
기계 언어	machine language				
기계어	machine word				
기계적으로 규칙바른	metronomic, -ical				
기관	machinery	gir.gon	ergon 工 gōng		
기관	organ	(gi/or)gan			
기관차	locomotive				
기꺼이	nothing  loath				
기꺼이 받아들이는	acceptant				
기껏해야	at the (very)  outside				
기껏해야	at the  utmost				
기념문	propylon				
기능자	fundi				
기능주의	functionalism				
기도	mantra				
기도서	(the  liturgy				
기도하는사람	chaplain				
기둥 상부의 띠 모양의 도래	taenia				
기록	memorabilia				
기록 등의 제출	profert				
기를 쓰고 닥치는 대로 해보다	at a  straw				
기복하다	wave				
기분이 나빠서	out of  humor				
기분이 좋아	in good (ill)  humor				
기분이 좋아서	in a good(bad)  temper				
기사	chevalier				
기상청 직원	Met Office				
기선으로	by  steam				
기세를 꺾다	kill	go cill			
기수에	fore				
기술	science				
기운을 돋우는것	wine				
기울어	on the  tilt				
기일	term				
기일	a specific date				
기자	mediaperson				
기자 초청 연회	press party				
기자회견	news conference				
기저부	fundus				
기절시키다	stun				
기조 연설	keynote address				
기차로 가다	train	Zugtrain			
기초 저음	fundamental bass				
기형아	thalidomide				
기혼 부인	matron				
기혼 부인들	matronage				
기회를 이용하다	improve the  occasion				
긴속옷	long johns				
길게	at full  length				
길들다	tame				
길에 가로놓인 난관	lion				
길을 잃다	lose				
길을 잘못 들다	go  wrong				
깃가지	flue				
깃에대는 천	tucker				
깃에서 앞가슴의 주름장식	jabot				
깊이판 우물	artesian well				
깊지 않은	light				
까다로운	acidic				
까딱 실수하여	by (an)  oversight				
깔개	table mat				
깔고 뭉개다	henpeck				
깔대기 모양이 되게 하다	funnel				
깔짚	litter				
깜박이다	wink				
깜짝 놀라	at of a  heap				
깜짝 놀라다	open	kammer			
깨다	chip	cut			
깨닫다	take a  hint				
깽깽 짖다	yip	kong jaul			
꺼져라	Go to jericho	ge Jerai!!!	scram, “stiften gehen”	<<<	
껄끄러운	granulative				
껍질이 말라붙은	hidebound				
꼬다	twine	cord! 𓍿			
꼬다	twist	Cord ≠ cut			
꼬들꼬들하도록 튀기다	frizzle				
꼬리	train	car			
꼬리 없는 고양이	Manx cat				
꼬리 회전 날개	tail rotor				
꼬리등	tail lamp				
꼬마철도	scenic railway				
꼬박	fully				
꼬인자리	lay				
꼬투리	stump				
꼭	be  sure				
꼭 맞다	fit like a  glove				
꼭 졸라매다	frap				
꼭대기가 안보이는	topless				
꼭지로부터 술을 따르다	( tap   a				
꼭지를 달다	tap				
꼴사나운	misbegotten				
꼴찌	tailender				
꽁꽁 얼다	crisp				
꽂다	lodge				
꽂히다	lodge				
꽃무늬 장식	fleuron				
꽃병	thumbpot				
꽉 들어차다	crowd				
꽉 짼	well  knit				
꽤 많이	a good  many				
꾀다	lead				
꾀병을 부리다	malinger				
꾸르륵거리다	wamble				
꾸미다	machinate	compute!	< comb!		
꾸미다	weave	comb!			
꾸밈	machinery	Comb! <> gong			
끄는 줄	leading rein				
끄다	tune out (the radio)				
끄덕이다	nod				
끈	leading strings				
끈	tape				
끈 문자	string alphabet				
끈을 풀다	unlace				
끌고 가다	walk				
끌다	to tug, to pull				
끌어 당기다	magnetize				
끌어 올리다	light				
끌어내어 걸려 보이다	trot				
끓어오르다	surge				
끝	foreend				
끝에서 끝까지	over				
끝을 자르다	top				
나가서	off				
나같은 것	the  like  s of me				
나날의 일에 종사하여	in  harness				
나들이 옷	holiday				
나들이옷	one's best bid and  tucker				
나무피리	hornpipe				
나방의 일종	miller				
나쁜	in the  wrong				
나쁜 정박 위치	foul berth				
나쁜 짓을 하다	do  wrong				
나쁜의 뜻	male				
나선식 급강하	tailspin				
나약	weak, not solid				
나온 사람들	turnout				
나이찬	nubile				
나이프로 위협받고	at  knifepoint				
나중에	later				
나타나다	manifest				
나팔꽃 모양으로 벌어지다	flue				
낙관하다	hope				
낙수하는 곳	overfall				
난국에 잘 대처하다	rise to the  occasion				
난바다에	in the  offing				
난잡하지 않은	chaste				
날개	wings	 날 nal “to fly”			
날개 달린 샌들	talaria				
날개 돗힌듯이 팔리는 물건	best  seller				
날개 치기	wingbeat				
날개를 다친	winged				
날갯죽지	vane				
날고정기	toolholder				
날리다	let				
날밑	sword guard				
날아가다	wing				
날이 넓은 큰칼	machete				
날조하다	fudge				
날지 못하는	flightless				
낡은 금빛	old  gold				
남기다	leave				
남다	profit, left over	≠nehm			
남부 지방에의 버스	freedom ride				
남성 우월주의자	male chauvinist ;)				
남성 우월주의자	male chauvinist pig				
남으로부터	southward				
남은것	odds				
남의 뒤치닥거리 하다	hold the  sack				
남의 말을 곧이 듣다	take a person at his  word				
남작하다	manufacture				
납포로 싸다	Cerberus				
낫	sickle				
낭비하다	trifle				
낭충	merozoite				
낮은	lowlying				
낮추다	level				
낳다	lamb	nata=born			
낳다	litter				
내가 아는 바로는 그렇지 않다	not to my  knowledge				
내다	shed				
내려앉다	subside				
내륜	intrados				
내리다	lower, bring lower				
내밀 수 있는	protrusile				
내버려 두다	let				
내버리다	cast(fling) to the  wind				
내보내다	launch				
내부에 판자를 붙이다	ceil				
내비치는	seethrough				
내선 전화	housephone				
내연의	internalcombustion				
내전	pronation				
내전하다	pronate				
내진	sacrarium				
냄비	marmite				
냄새 자국	foiling				
냄새 자취를 잃고 우뚝서다	check				
냄새나는	stinking				
냄새자취	scent				
냉각탑	cooling tower				
냉간 가공하다	cold-work				
냉동 런치	meal pack				
냉혹	flintiness				
너무나	all  too				
너털웃음	horselaugh				
널름거리다	tongue				
넓어진 부분	layby				
넘겨쏘다	overshoot				
넘실거리다	lick				
넘어뜨리다	purl				
넘쳐 흐르다	slop				
네 끗	cater				
네 법학 학원중의 하나	Inner Temple				
네가지 근대화	Four Modernizations				
네갈래로 찢다	quarter				
네덜란드여자	frow				
노곤	languid, weary				
노란새	yellowbird				
노래하다	troll				
노력하다	hump				
노를 세워 경례하다	toss				
노사 분쟁	managementlabor				
노예 진압전	servile war				
노처녀	old  maid				
노출	outcrop				
노킹	knocking				
녹다	oil				
녹반	green  vitriol				
녹이다	found				
녹이다	oil				
녹화하다	pretape				
논의중의	in  question				
논쟁에서 상대방을 이기다	have the last  word				
논조를 바꾸다	sing another (a different)  tune				
논할 가치가 없는	out of the  question				
놀고 지내는 사람	a man about  town				
놀라 물러서다	shy				
놀라게 하다	mesmerize				
놀라게 하다	give (a person) a  turn				
놀라서	in  wonder				
놀랄만큼	to a  wonder				
놋좆	thole				
농가 공제 조합	grange				
농담으로	in  joke				
농담으로 까불다	in  jest				
농부가 되다	go on the  land				
농신제	Saturnalia				
농축 우라늄	enriched(concentrated)  uranium				
높은 양반	superior				
놓아 기르는	freerange				
놓아 버리다	leave				
누구나 다	one				
누그러뜨리다	slake				
누르기만 해도 잘 붙는	pressuresensitive				
누를 수 없는	lawless				
누비듯이 나아가다	weave				
누선	lachrymal				
누워있다	lie				
누진 번호	pro number				
눈가리고 아웅하기	ostrich				
눈감아 주어	on  sufferance				
눈뜨다	wake				
눈이 큰	oxeye				
눈이 휘둥그래진	mooneyed				
눌린	pressed				
뉴스 매체용 자료	median packet				
뉴스 캐스터	presenter				
느즈러지다	work				
늑재	futtock				
늘	once				
늘씬하게 두들겨패다	beat to a  jelly				
늘어놓다	windrow				
늘어진 살	wattle				
늘여 철사로 만들다	wiredraw				
늘하는	wont				
늦꾀	wise				
늦다	lose				
늦어도	at (the)  latest				
늦추었다 당겼다 하다	veer				
니커 바지	French knickers				
다 써버리다	use				
다감다	wind				
다량	quite a  little				
다루기 어려운	stroppy				
다루다	manage				
다리	forelimb				
다리꼭지	switch				
다리와 허리의 고기	haunch				
다린	pressed				
다발	topknot				
다수당 원내 총무	majority leader				
다시 체험하다	relive				
다운	like				
다운스 정박지	Downs				
다육성	fleshiness				
다이아몬드의 짝패	minor suit				
다치다	hurt				
닥쳐	Hold your  jaw  s				
단	terrace				
단검	misericord(e)				
단계별 교정쇄	progressive proof				
단구 증가증	mononucleosis				
단기 강좌	minicourse				
단독 심리실	Outer House				
단말장치	terminal				
단열용 피복시공	lagging				
단위 어수	folio				
단일 도덕률	single standard				
단장격	iambus				
단장격의	iambic				
단절	chasm				
단체구조 차체	monocoque				
단체인	monadelphous				
단풍	maple				
단행할 결의를 굳혀	screw one's courage to the  sticking place				
닫다	shut				
달갑지 않은 친절이다	It is too much  trouble				
달고 큰 품종의 밤	marron				
달다	wear				
달래다	lull				
달리면서 끊는 스타트	flying start				
달성하다	achieve				
달아서 나누다	weigh				
달인물	(beef tea				
닳아 해어짐	frazzle				
닳아해짐	wear				
담반	blue (copper)  vitriol				
담뿍 갖고 있다	be well  heeled				
담화 메모	memcon				
답신	verdict				
답차	treadmill				
당겨 벗기다	tear				
당번인	on(off)  watch				
당신 자신의 변명에 의하여	on your own  showing				
당아욱 속	mallow				
당일 결제 거래	cash sale				
당할 염려가 없는	immune				
닻줄 구멍이 있는 부근	hawse				
대	versus				
대 배심원	grand  jury				
대 하다	subtend				
대 화가	old master				
대가로 제공하다	trade				
대갈채를 얻은 것	showstopper				
대과 모양의	follicular				
대군주	overlord				
대규모로	in (the)  large				
대단원	catastrophe				
대대로 계속해서	generation				
대동요	tidal wave				
대량 수송	mass transport				
대량 투여	magadose				
대량 학살	massacre				
대립 교황	antipope				
대변인	press secretary				
대본	libretto				
대부하고	loan				
대부호	nabob				
대상의 숙사	khan				
대서양 건너의	transatlantic				
대서양 중앙 항로	middle passage				
대석	ledger				
대세	mainstream				
대스타	monstre sacre				
대신할 수 있는	fungible				
대요 요목	syllabus				
대전제	major premise(premiss)				
대중 집회	mass meeting				
대지	mat				
대진표 짜기	matchmaking				
대체 가능의	fungible				
대체로	in  substance				
대출하다	hire				
대패	lurch				
대평원	llano				
대폭 삭감	meatax				
대학 총장의 권표를 받드는 속관	beadle				
대학원생의 세미나	proseminar				
대학의 전공과목	major				
대항 조처	frontlash				
대형 버찌의 일종	oxheart				
대형 캥거루	forester				
대형그네	trapeze				
대호	sap				
대화	conversation				
대화	duologue				
대회	mass metting				
댄스하다	shake				
더 청하는 음식	follow				
더듬어 올라가다	trace				
더럽히다	imbrue, em-				
더럽히다	sully				
더운 물을 섞다	mash				
더운물과 설탕을 섞은 브랜디	warm				
더할 나위없이	to the King's(Queen's) taste				
던지다	jettison				
덜된	misbegotten				
덧 고무층	cap				
덫으로 새	trapper				
덮개를 씌우다	upholster				
덮개천	focusing cloth				
덮치다	overwhelm				
데리고 가다	lead				
데모 진압 기동대	granadero				
도 무리가 아니다	and no  wonder				
도가머리	topknot				
도덕상의 과오	moral  lapse				
도량	lead				
도리들보	purlin				
도리들보	purline				
도망중이다	be on the  lam				
도망치다	light				
도망치다	cut one's  lucky				
도망하다	(do a bunk				
도망할우려가 없는	safe				
도망할우려가 없는	safely				
도벽	kleptomania				
도서번호	pressmark				
도선사 조합	Trinity House				
도시 재개발	urban				
도시 중심가에서 선거 운동을 하다	mainstreet				
도시구역	urb				
도외시	disregard and neglect				
도자기	printed china				
도전배	challenge cup				
도전에 응하다	take(pick) up the  gauntlet				
도전하다	fling(throw) down the  gauntlet				
도전하다	throw down(take up) the  glove				
도중 내내	all the  way				
도중에	enroute				
도중에	by the  way				
도처에	all along the  line				
도청하다	listen				
도표 작성 장치	tabulator				
독 없는 뱀의 일종	hognose snake				
독기	mephitis				
독립기념관	Independence hall				
독립되어 있는	freestanding				
독립하고 있다	be one's own  man				
독수리의 일종	turkey buzzard				
독일 연방 공화국	Federal Republic of  Germany				
독필을 휘두르다	dip one's pen in  gall				
돈던지기를 하여 결정짓다	toss				
돈에 옹색하여	in low  water				
돈으로 바꿀 수 있는	liquid				
돌돌 말린	crispate, -pated				
돌리다	level				
돌팔이 의사	quack				
동게르만어	East  Germanic				
동결	freeze				
동계	throb				
동그라미를 지으며 오르다	wreathe				
동문통첩	identic				
동물	zoological				
동물을 물어뜯어 괴롭히다	worry				
동서	free union				
동서하다	shack				
동성중 최연장의	primus				
동요	Mother Goose rhyme				
동요하다	oscillate				
동의하다	accede				
동점	standoff				
동조 지시용 진공관	e Magic Eye  )				
동창	kibe				
동창회	homecoming				
돛대에	before the  mast				
돛대의	masted				
돛을 조절하며 나아가다	trim				
되감다	wind				
되는 대로 하다	give a  lick   and a promise				
되다 만	manque				
되받아 쏘아 붙이기	tit				
되풀다	unreel				
됨직하다	frame				
두 동강으로	in  two				
두 배의 벌금을 짊어질 위험이있는	vulnerable				
두개의 뜻	crani(o)-				
두건	wimple				
두꺼운 바닥의 뒤축 없는 구두	marshmallow shoes				
두꺼운 종이	tagboard				
두드리다	knock				
두르르 말린	curled				
두번째 풀	fog				
두절	lull				
두종 사이에서 생긴	interspecific				
둔각	obtuse				
둔각 삼각형	obtuse				
둘러싸다	impound				
둘레의 명각	circumscription				
뒤가 퍼진	fullbottomed				
뒤덮다	suffuse				
뒤로 젖혀지다	lean				
뒤진 것을 만회하다	make up  leeway				
뒤집어서	outside				
뒤집어서	wrong				
뒤흔들다	frisk				
뒷거래하다	trade				
뒷면이 나온	tails				
뒷문	tailfate				
뒷바퀴	tail wheel				
뒷좌석 부분	tonneau				
드디어	at  last				
드디어	at  length				
드리다	offer				
드문	like				
드문드문해지다	thin				
득점	chalk				
득점 경기	match play				
득점 기록원	marker				
득점 기록원득점자	scorer				
득점 단위	match point				
득점 없는 오버	maiden over				
들다감기들다	( take  cold				
들뜨다	oat				
들리다	ring				
들리다	salute				
들어가다	walk				
