40	אבימלך	?	ʼĂbîymelek	"Abimelech = ""Melek is father"" or ""my father is king"""	king of Gerar in Abraham's time	2) king of Gath in David's time; maybe title of Philistine kings	3) son of Gideon by a concubine	4) priest,  son of Abiathar	
41	אבינדב	?	ʼĂbîynâdâb	"Abinadab = ""my father is noble"" or ""my father is willing"""	a man of Gibeah who sheltered the ark	2) second son of Jesse,  David's older brother	3) a son of Saul,  slain with him by the Philistines		
42	אבינעם	?	ʼĂbîynôʻam	"Abinoam = ""my father is delight"""	father of Barak,  descendant of Naphtali				
43	אביסף	?	ʼEbyâçâph	"Ebiasaph = ""my father has gathered"""	a son or descendant of Korah				
44	אביעזר	?	ʼĂbîyʻezer	"Abiezer = ""my father is help"""	"a Manassite,  called ""son"" of Gilead,  also son of Gilead's sister"	2) a Benjamite,  warrior of David			
45	אביעלבון	?	ʼĂbîy-ʻalbôwn	"Abialbon = ""El (God) is my father"""	one of David's mighty men (hero)				
46	אביר	?	ʼâbîyr	strong,  mighty-used only to describe God	2) the Strong-old name for God (poetic)				
47	אביר	?	ʼabbîyr	mighty,  valiant	1a) of men	1b) of angels	1c) of animals	1d) (metaph)	1dof enemies	1d2) of princes	1d3) of sacrificial objects	1e) obstinate (fig.)		
48	אבירם	?	ʼĂbîyrâm	"Abiram = ""my father is exalted"" or ""(the) Exalted One is (my) father"""	a Reubenite,  son of Eliab in exodus	2) son of Hiel the Bethelite who worked to rebuild Jericho			
49	אבישג	?	ʼĂbîyshag	"Abishag = ""my father is a wanderer"""	David's beautiful young nurse				
50	אבישוע	?	ʼĂbîyshûwaʻ	"Abishua = ""my father is rescue (safety), or is opulence"""	son of Phinehas,  grandson of Aaron				
51	אבישור	?	ʼĂbîyshûwr	"Abishur = ""my father is a wall"""	son of Shammai,  descendant of Judah				
52	אבישי	?	ʼĂbîyshay	"Abishai = ""my father is Jesse"" or ""my father is a gift"""	grandson of Jesse,  nephew of David via his sister Zeruiah, brother of Joab				
53	אבישלום	?	ʼĂbîyshâlôwm	"Absalom or Abishalom = ""my father is peace"""	father-in-law of Rehoboam	2) third son of David,  killer of first-born son Amnon,  also leader of revolt against his father-David			
54	אביתר	?	ʼEbyâthâr	"Abiathar = ""my father is great"""	priest,  son of Ahitub (Ahimelech),  faithful to David,  but later rebelled with Adonijah				
55	אבך	?	ʼâbak	to roll,  turn	1a) (Hithpael) to roll,  roll up,  billow				
56	אבל	 ~√bewail -	ʼâbal	to mourn,  lament	1a) (Qal) to mourn,  lament	1aof humans	1a2) of inanimate objects (fig.)	1a2a) of gates	1a2b) of land	1b) (Hiphil)	1bto mourn,  cause to mourn (fig.)	1c) (Hithpael)	1cto mourn	1c2) play the mourner
57	אבל	?	ʼâbêl	mourning	1a) for the dead	1b) because of calamity	1c) of rites of mourning	2) mourner (subst.)	2a) for the dead	2b) for calamity				
58	אבל	?	ʼâbêl	meadow (from verb-to grow green,  to withstand)
59	אבל	?	ʼÂbêl	city in northern Israel near Bethmaachah	2) the place where the ark rested in the field of Joshua at Bethshemesh				
60	אבל	?	ʼêbel	mourning	1a) for the dead	1b) for rites of mourning (metaph)	1c) mourning garb	1d) period of mourning	
61	אבל	?	ʼăbâl	truly,  verily,  surely	2) but,  however,  howbeit	3) contrariwise,  nay rather (neg.)			
62	אבל ביתמעכה	aw-bale' bayth ma-a-kaw'	ʼÂbêl Bêyth-Măʻakâh	"Abel Beth Maachah = ""meadow of the house of Maachah"""	city in northern Israel near Beth Maachah				
63	אבל השטים	aw-bale' hash-shit-teem'	ʼÂbêl hash-Shiṭṭîym	"Abel Shittim = ""meadow of acacias"""	place in lowlands of Moab				
64	אבל כרמים	aw-bale' ker-aw-meem'	ʼÂbêl Kᵉrâmîym	"Abel Keramim = ""meadow of the vineyards"""	a place in Ammon				
65	אבל מחולה	aw-bale' mekh-o-law'	ʼÂbêl Mᵉchôwlâh	"Abel Meholah = ""meadow of dancing"""	a city of Issachar,  birthplace of Elisha				
66	אבל מים	aw-bale' mah'-yim	ʼAbêl Mayim	"Abel Maim = ""meadow of waters"""	a city in northern Israel (perhaps Abel Beth Maachah)				
67	אבל מצרים	aw-bale' mits-rah'-yim	ʼÂbêl Mitsrayim	"Abel Mizraim = ""meadow of Egypt"""	"a place east of the Jordan (perhaps ""as fertile as Egypt"")"				
68	אבן	?	ʼeben	stone (large or small)	1a) common stone (in natural state)	1b) stone,  as material	1bof tablets	1b2) marble,  hewn stones	1c) precious stones,  stones of fire	1d) stones containing metal (ore),  tool for work or weapon	1e) weight	1f) plummet (stones of destruction) also made of metal	1g) stonelike objects,  eg hailstones,  stony heart,  ice	1h) sacred object,  as memorial Samuel set up to mark where God helped Israel to defeat the Philistines	1i) (simile)	1isinking in water,  motionlessness	1i2) strength,  firmness,  solidity	1i3) commonness	1j) (metaph)	1jpetrified with terror	1j2) perverse,  hard heart			
69	אבן	?	ʼeben	stone	1a) a (the) stone	1b) stone,  material of idols and buildings			
70	אבן	?	ʼôben	wheel,  disc	1a) potter's wheel	1b) bearing-stool,  midwife's stool			
71	אבנה	?	ʼĂbânâh	river Abana,  Syrian river flowing through Damascus
72	אבן העזר	eh'-ben haw-e'-zer	ʼEben hâ-ʻÊzer	"Ebenezer = ""stone of help"""	memorial stone erected by Samuel to mark where God helped Israel to defeat the Philistines-north of Jerusalem				
73	אבנט	?	ʼabnêṭ	girdle,  sash,  waistband	1a) of high priest	1b) of other priests	1c) of high official		
74	אבנר	?	ʼAbnêr	"Abner = ""my father is a lamp"""	Saul's cousin and army captain,  treacherously slain by Joab				
75	אבס	?	ʼâbaç	to feed,  fatten	1a) (Qal) fattened (passive participle)				
76	אבעבעה	?	ʼăbaʻbuʻâh	blisters,  boils (from root,  to swell up)
77	אבץ	?	ʼEbets	"Abez = ""I will make white (or miry)"""	a city in Issachar				
78	אבצן	?	ʼIbtsân	"Ibzan, ""their whiteness (literally their tin — as white"""	a Bethlehemite judge in time of the judges				
79	אבק	?	ʼâbaq	(Niphal) to wrestle,  grapple (get dusty),  bedust
80	אבק	?	ʼâbâq	dust	1a) on ground	1b) clouds (fig.)			
81	אבקה	?	ʼăbâqâh	aromatic powders,  powder
82	אבר	?	ʼâbar	(Hiphil) to fly (to move wings)
83	אבר	?	ʼêber	pinion,  wing	1a) of bird (dove,  eagle)	1b) of Babylonian king (fig.)			
84	אברה	ophtra ~ feathra™ ++<<	ʼebrâh	pinion,  wing	1a) of bird (ostrich,  eagle,  dove)	1b) of God (metaph)			
85	אברהם	?	ʼAbrâhâm	"Abraham = ""father of a multitude"" or ""chief of multitude"""	friend of God and founder of Hebrew nation via God's elective covenant				
86	אברך	?	ʼabrêk	(meaning dubious) -a shout made to announce Joseph's chariot	1a) command	1b) bow			
87	אברם	Raum™	ʼAbrâm	"Abram = ""exalted father"""	original name of Abraham				
88	אבת	?	ʼôbôth	"Oboth = ""waterskins"""	undetermined site of an Israelite camp in the wilderness (perhaps at east boundary of Moab)				
89	אגא	?	ʼÂgêʼ	"Agee = ""I shall increase"""	father of a warrior of David				
90	אגג	?	ʼĂgag	"Agag = ""I will overtop"""	king of Amalek,  spared by Saul but slain by Samuel				
91	אגגי	?	ʼĂgâgîy	"Agagite = ""I will overtop"""	said of Haman,  Haman the Agagite				
92	אגדה	arch++ Güter 	ʼăguddâh	band,  binding	1a) cords,  bands,  thongs (metaphorical of slavery)	1b) bunch of hyssop	1c) band of men,  troops	1d) vault (of the heavens),  firmament (binding earth to the heavens)	
93	אגוז	?	ʼĕgôwz	nuts
94	אגור	?	ʼÂgûwr	"Agur = ""gathered"""	son of Jakeh,  an author or compiler of Pr 30:1-33				
95	אגורה	?	ʼăgôwrâh	payment,  piece,  coin
96	אגל	?	ʼegel	drop,  reserve supply,  collections,  stores
97	אגלים	?	ʼEglayim	"Eglaim = ""double reservoir"""	a town in Moab				
98	אגם	?	ʼăgam	pool,  troubled pool	1a) troubled or muddy (gloomy) pools,  marshes	1b) any pool,  pond	1c) swamp reeds,  reeds,  rush(es)		
99	אגם	?	ʼâgêm	stagnant pond
100	אגמון	?	ʼagmôwn	rush,  bulrush	1a) used as cord or line (of twisted rushes or spun of rush fibre)	1b) of the lowly,  insignificant (metaph)	2) sad,  drooping	1a) of line of bulrushes	1b) bowing of the head (fig.)	1c) of the lowly (metaph)				
101	אגן	?	ʼaggân	bowl,  basins	1a) basins used in ritual	1b) human body (metaph),  curves of the body (simile)	1c) of family of Eliakim (metaph)		
102	אגף	?	ʼaggâph	wing (of an army),  band,  army,  hordes
103	אגר	?	ʼâgar	to gather	1a) (Qal) to gather				
104	אגרא	?	ʼiggᵉrâʼ	letter,  missive (Aramaic loan-word used in last OT books)
105	אגרטל	?	ʼăgarṭâl	vessel,  basket,  leather bag,  basin
106	אגרף	?	ʼegrôph	fist
107	אגרת	î??	ʼiggereth	letter,  missive
108	אד	?  hood? fade ~ fog	ʼêd	mist
109	אדב	?	ʼâdab	to grieve,  cause grief	1a) (Hiph) to cause to grieve,  to grieve,  to cause grief				
110	אדבאל	?	ʼAdbᵉʼêl	"Adbeel = ""chastened of God"""	third son of Ishmael and grandson of Abraham				
111	אדד	?	ʼĂdad	"Hadad = ""I shall move softly: I shall love"""	an Edomite enemy God raised up to punish Solomon for his sins				
112	אדו	?	ʼIddôw	"Iddo = ""I will praise him"""	a chief Israelite during resettlement				
113	אדון	?	ʼâdôwn	firm,  strong,  lord,  master	1a) lord, master	1areference to men	1a1a) superintendent of household, of affairs	1a1b) master	1a1c) king	1a2) reference to God	1a2a) the Lord God	1a2b) Lord of the whole earth	1b) lords,  kings	1breference to men	1b1a) proprietor of hill of Samaria	1b1b) master	1b1c) husband	1b1d) prophet	1b1e) governor	1b1f) prince	1b1g) king	1b2) reference to God	"1b2a) Lord of lords (probably = ""thy husband,  Yahweh"")"	1c) my lord,  my master	1creference to men	1c1a) master	1c1b) husband	1c1c) prophet	1c1d) prince	1c1e) king	1c1f) father	1c1g) Moses	1c1h) priest	1c1i) theophanic angel	1c1j) captain	1c1k) general recognition of superiority	1c2) reference to God	1c2a) my Lord, my Lord and my God	1c2b) Adonai (parallel with Yahweh)
114	אדון	?	ʼAddôwn	"Addon = ""powerful"""	an Israelite?				
115	אדורים	?	ʼĂdôwrayim	"Adoraim = ""double glory"""	city in Judah fortified by Rehoboam about 5 miles or 8 km SW of Hebron				
116	אדין	e’denn	ʼĕdayin	then,  afterwards,  thereupon,  from that time
117	אדיר	++	ʼaddîyr	great,  majestic	1a) of waters of sea	1b) of a tree	1c) of kings,  nations,  gods	2) great one,  majestic one	2a) of nobles,  chieftains,  servants
118	אדליא	?	ʼĂdalyâʼ	"Adalia = ""I shall be drawn up of Jah"""	fifth son of Haman,  executed at same time				
119	אדם	*REDān 丹 ton	ʼâdam	to be red,  red	1a) (Qal) ruddy (of Nazarites)	1b) (Pual)	1bto be rubbed red	1b2) dyed red	1b3) reddened	1c) (Hiphil)	1cto cause to show red	1c2) to glare	1c3) to emit (show) redness	1d) (Hithpael)	1dto redden	1d2) to grow red	1d3) to look red		
120	אדם	丹 ton	ʼâdâm	man,  mankind	1a) man,  human being	1b) man,  mankind (much more frequently intended sense in OT)	1c) Adam,  first man	1d) city in Jordan valley	
121	אדם	*REDān 丹 ton	ʼÂdâm	"Adam = ""red"""	first man	2) city in Jordan valley			
122	אדם	丹 ton 	ʼâdôm	red,  ruddy (of man,  horse,  heifer,  garment,  water,  lentils)
123	אדם	?	ʼĔdôm	"Edom = ""red"""	Edom	2) Edomite, Idumean-descendants of Esau	3) land of Edom,  Idumea-land south and south east of Palestine		
124	אדם	丹 ton	ʼôdem	ruby,  carnelian (redness)	1a) precious stone				
125	אדמדם	*REDān 丹 ton	ʼădamdâm	reddish,  be reddish
126	אדמה	?	ʼAdmâh	"Admah = ""red earth"""	city in the Siddim valley				
127	אדמה	+++++ Vata:Faso/Patria Adaman:Ton/Man! <> duma:blood dome:home !!! 	ʼădâmâh	ground,  land	1a) ground (as general,  tilled,  yielding sustenance)	1b) piece of ground, a specific plot of land	1c) earth substance (for building or constructing)	1d) ground as earth's visible surface	1e) land,  territory,  country	1f) whole inhabited earth	1g) city in Naphtali			
128	אדמה	?	ʼĂdâmâh	"Adamah = ""the earth"""	city in Naphtali				
129	אדמי	?	ʼĂdâmîy	"Adami = ""man of Adar"""	a pass or fortified place in Naphtali				
130	אדמי	?	ʼĔdômîy	Edomite
131	אדמים	?	ʼĂdummîym	"Adummim = ""ruddy one: quieted ones?"""	pass or ridge of hills,  west of Gilgal				
132	אדמני	?	ʼadmônîy	red,  ruddy (of Esau as infant)
133	אדמתא	?	ʼAdmâthâʼ	"Admatha = ""a testimony to them"""	prince of Persia in reign of Ahasuerus (Xerxes)				
134	אדן	?	ʼeden	base,  pedestal,  socket (strong,  firm)	1a) pedestals of gold on which marble pillars were set	1b) pedestals of the earth,  foundation of the earth	1c) pedestals,  bases,  or sockets on which tabernacle stood		
135	אדן	?	ʼAddân	"Addan = ""strong, firm"""	place in Babylon,  from which exiles returned				
136	אדני	?	ʼĂdônây	my lord,  lord	1a) of men	1b) of God	2) Lord-title,  spoken in place of Yahweh in Jewish display of reverence		
137	אדניבזק	?	ʼĂdônîy-Bezeq	"Adoni-Bezek = ""my lord is Besek"""	king of the Canaanite city of Bezek,  killed by Israelites				
138	אדניה	?	ʼĂdônîyâh	"Adonijah = ""my lord is Jehovah"""	fourth son of David and Solomon's rival for the throne	2) Levite sent by Jehoshaphat to teach the Law	3) a chief of the people who co-operated with Nehemiah		
139	אדניצדק	?	ʼĂdônîy-Tsedeq	"Adoni-zedek = ""my lord is righteous"""	Canaanite king slain by Joshua				
140	אדניקם	?	ʼĂdônîyqâm	"Adonikam = ""my lord arose"""	the head of an Israelite clan who returned from exile				
141	אדנירם	?	ʼĂdônîyrâm	"Adoniram = ""my lord is exalted"""	one of Solomon's officers				
142	אדר	?	ʼâdar	to be great,  be majestic,  wide,  noble (poetic)	1a) (Niphal) majestic,  glorious (participle)	1b) (Hiphil) make glorious			
143	אדר	?	ʼĂdâr	"Adar = ""glorious"""	twelfth month,  corresponding to modern March-April				
144	אדר	?	ʼĂdâr	"Adar = ""glorious"""	twelfth month,  corresponding to modern March or April				
145	אדר	?	ʼeder	glory,  magnificence	2) mantle,  cloak (as wide)				
146	אדר	?	ʼAddâr	"Addar or Adar = ""exceeding glorious"""	son of Bela and Benjamin's grandson	2) city in Judah near Edom			
147	אדר	?	ʼiddar	threshing floor
148	אדרגזר	?	ʼădargâzêr	judge (diviner),  counsellor
149	אדרזדא	?	ʼadrazdâʼ	correctly,  exactly,  diligently,  earnestly
150	אדרכן	?	ʼădarkôn	drachma,  dram,  daric-unit of weight and value (of gold, money) equal to 128 grains or 4.32 grams
151	אדרם	?	ʼĂdôrâm	"Adoram = ""my lord is exalted"""	an officer of David	2) an officer of Rehoboam			
152	אדרמלך	?	ʼĂdrammelek	"Adrammelech = ""honour of the king"" or ""Adar is prince"" or ""Adar is Counsellor, Decider"""	an idol or god of the Sepharvites,  introduced to Israel by Shalmaneser the fifth	2) the son and murderer of Sennacherib			
153	אדרע	arm poly-eder! <<< 	ʼedrâʻ	strong,  force,  arm,  power
154	אדרעי	?	ʼedreʻîy	"Edrei = ""goodly pasture"""	a chief city of Bashan,  north of Jabbok river				
155	אדרת	?	ʼaddereth	glory,  cloak	1a) glory,  splendour,  magnificence (of a vine,  shepherds)	1b) mantle,  cloak made of fur or fine material	1bprophet's garment		
156	אדש	+++ a'thresh ++	ʼâdash	(Qal) to tread,  tread on,  thresh,  trample on
157	אהב	love++ à have <> crave	ʼâhab	to love	1a) (Qal)	1ahuman love for another, includes family,  and  sexual	1a2) human appetite for objects such as food,  drink,  sleep,  wisdom	1a3) human love for or to God	1a4) act of being a friend	1a4a) lover (participle)	1a4b) friend (participle)	1a5) God's love toward man	1a5a) to individual men	1a5b) to people Israel	1a5c) to righteousness	1b) (Niphal)	1blovely (participle)	1b2) loveable (participle)	1c) (Piel)	1cfriends	1c2) lovers (fig. of adulterers)	2) to like		
158	אהב	love++ à have	ʼahab	loves,  amours (only in plural) ahbym	2) (TWOT) love				
159	אהב	love++ à have	ʼôhab	loved object	2) (TWOT) love				
160	אהבה	(herz) love ++	ʼahăbâh	love	1a) human love for human object	1aof man toward man	1a2) of man toward himself	1a3) between man and woman	1a4) sexual desire	2) God's love to His people				
161	אהד	?	ʼÔhad	"Ohad = ""united"""	son of Simeon and grandson of Jacob				
162	אהה	Ah oh	ʼăhâhh	alas!,  oh!,  ah!
163	אהוא	I have	ʼAhăvâʼ	"Ahava = ""I shall subsist"""	town or area in Babylonia				
164	אהוד	?	ʼÊhûwd	"Ehud = ""I will give thanks: I will be praised"" or ""undivided, union"" in (1Ch. 8:6) only"	Benjamite judge of Israel,  deliverer of Israel from Moab	2) another Benjamite,  son of Bilhan (1Ch 8:6)			
165	אהי	1) a-here 2) ~where 3) ~be-I	ʼĕhîy	where
166	אהל	hell <> Hel=sun	ʼâhal	(Hiphil) to be clear,  shine
167	אהל	;) ++	ʼâhal	to pitch a tent,  to move a tent	1a) (Qal) pitch or remove a tent	1a) (Piel) to pitch one's tent			
168	אהל	++ ?	ʼôhel	tent	1a) nomad's tent,  and thus symbolic of wilderness life,  transience	1b) dwelling,  home,  habitation	1c) the sacred tent of Jehovah (the tabernacle)		
169	אהל	?	ʼÔhel	"Ohel = ""tent"""	son of Zerubbabel				
170	אהלה	?	ʼOhŏlâh	"Aholah = ""her own tent"""	Samaria as an adulteress with Assyria (metaph)				
171	אהליאב	?	ʼOhŏlîyʼâb	"Aholiab = ""Father's tent"""	chief assistant of Bezaleel in construction of the tabernacle				
172	אהליבה	?	ʼOhŏlîybâh	"Aholibah = ""woman of the tent"" or ""the tent is in her"""	(metaph) Jerusalem as adulterous wife of Jehovah				
173	אהליבמה	?	ʼOhŏlîybâmâh	"Aholibamah = ""tent of the high place"""	wife of Esau	2) an Edomite chieftain			
174	אהלים	?	ʼăhâlîym	aloes,  aloe tree	1a) aloe tree	1b) aloe (perfume)			
175	אהרון	?	ʼAhărôwn	"Aaron = ""light bringer"""	brother of Moses,  a Levite and the first high priest				
176	או	OB OF IF OR AND !!!	ʼôw	or,  rather	1a) implying that the latter choice is preferred	1b) or if,  introducing an example to be seen under a particular principle	1c) (in series) either...or,  whether...or	1d) if perchance	1e) except,  or else	2) whether, not the least, if, otherwise, also, and, then				
177	אואל	?	ʼÛwʼêl	"Uel = ""wish or will of God"""	a Judean who had taken a foreign woman during the exile				
178	אוב	ab 	ʼôwb	water skin bottle	2) necromancer	1b) necromancer,  one who evokes the dead	1c) ghost,  spirit of a dead one	1d) practice of necromancy	3) one that has a familiar spirit
179	אוביל	?	ʼôwbîyl	"Obil = ""camel driver"""	manager of David's camels				
180	אובל	ab bach	ʼûwbâl	stream,  river
181	אוד	<> heat wood?  √rake	ʼûwd	brand,  fire brand
182	אודות	au doit?	ʼôwdôwth	cause	1a) cause, reason for	1b) the occasion of			
183	אוה	love++ à have eva	ʼâvâh	desire,  incline,  covet,  wait longingly,  wish,  sigh,  want, be greedy,  prefer	1a) (Piel) to desire,  crave (food and drink)	1b) (Hithpael) to desire,  long for,  lust after (of bodily appetites)			
184	אוה	<< 	ʼâvâh	to sign,  mark,  describe with a mark	1a) (Hithpael) to measure,  mark out,  mark you out				
185	אוה	love++ à have crave	ʼavvâh	desire,  lust,  will (not necessarily evil)
186	אוזי	?	ʼÛwzay	"Uzai = ""I shall have my sprinklings"""	a Judean,  one of the repairers of Jerusalem's walls				
187	אוזל	?	ʼÛwzâl	"Uzal = ""I shall be flooded"""	sixth son Joktan				
188	אוי	Ohweh +++ Oh! woe. 	ʼôwy	woe! alas! oh!	1a) passionate cry of grief or despair				
189	אוי	?	ʼĔvîy	"Evi = ""my desire"""	one of five chiefs of Midian				
190	אויה	(n.) ++	ʼôwyâh	woe!
191	אויל	?	ʼĕvîyl	be foolish,  foolish	1a) (subst)	1aof one who despises wisdom	1a2) of one who mocks when guilty	1a3) of one who is quarrelsome	1a4) of one who is licentious
192	אויל מרדך	ev-eel' mer-o-dak'	ʼĔvîyl Mᵉrôdak	"Evil Merodach = ""man of Merodach"""	son and successor of Nebuchadnezzar,  king of Neo-Babylonian empire, 562-560 BC				
193	אול	?	ʼûwl	prominence	1a) body,  belly (contemptuous)	1b) nobles,  wealthy men			
194	אולי	?	ʼûwlay	perhaps,  peradventure	2) if peradventure	3) unless	4) suppose		
195	אולי	?	ʼÛwlay	"Ulai = ""my leaders (mighties)"""	river of Elam				
196	אולי	evil foul fool  ++	ʼĕvilîy	foolish
197	אולם	?	ʼûwlâm	porch	1a) in Solomon's temple	1b) in Solomon's palace	1c) in temple of Ezekiel's vision		
198	אולם	?	ʼÛwlâm	"Ulam = ""their leader: vestibule"""	a Manassite	2) a Benjamite of Saul's family			
199	אולם	<> OR	ʼûwlâm	but,  but indeed (a strong adversative)	2) however, nevertheless				
200	אולת	evil foul fool  ++	ʼivveleth	foolishness,  folly
201	אומר	?	ʼÔwmâr	"Omar = ""speaker"" or ""eloquent"""	grandson of Esau				
202	און	<<< hovn : haben : 1.) own+++ 2.) harmn 𓂝  3.) ¬vain?	ʼôwn	vigour,  generative power	2) wealth	3) physical strength (of men and behemoth)			
203	און	?	ʼÔwn	"On = ""wealth"" or ""vigour"""	a chief of the tribe of Reuben				
204	און	?	ʼÔwn	"On = ""strength or vigour"""	city in lower Egypt,  bordering land of Goshen,  centre of sun-worship,  residence of Potipherah (priest of On and father-in-law of Joseph)				
205	און	+++ 	ʼâven	trouble,  wickedness,  sorrow	1a) trouble,  sorrow	1b) idolatry	1c) trouble of iniquity,  wickedness		
206	און	a vain	ʼÂven	"Aven = ""vanity"""	a name used contemptuously for the following places of idolatrous worship	1a) a city in Egypt,  possibly On (Eze 30:17)	1b) Bethel with its calf worship (Ho 10:8)	1c) A town or region in Syria (Am 1:5)	
207	אונו	?	ʼÔwnôw	"Ono = ""vigorous"""	city in Benjamin	2) a valley (of craftsman)			
208	אונם	?	ʼÔwnâm	"Onam = ""vigorous"""	a Horite chief,  grandson of Seir	2) son Jerahmeel,  a chief of Judah			
209	אונן	Konan™	ʼÔwnân	"Onan = ""strong"""	second son of Judah,  slain by God for not fulfilling the levitical requirement to beget a child with the wife of a dead,  childless brother				
210	אופז	?	ʼÛwphâz	"Uphaz = ""desire of fine gold"""	a place famous for its gold (site unknown)				
