SigLA Linear A tablet texts rendered in Unicode
================================================

DATA TYPE AND COVERAGE
Actual tablet/document sign sequences derived from SigLA's scholarly sign-attestation
dataset, not a character inventory and not a translation. This snapshot was generated
2026-07-25 and contains 802 SigLA documents. SigLA reports that all Linear A
tablets listed in GORILA are present, plus selected other document types and newer finds.
Each row preserves the SigLA document identifier, metadata, sign order, approximate word
grouping, Unicode glyph sequence, scholarly display readings, GORILA sign identifiers,
roles, and source links.

METHOD AND LIMITATIONS
The Unicode sequence is a derivative rendering: each classified SigLA GORILA sign ID was
mapped to its identically named Unicode 17.0 Linear A character. Uncertain readings retain
"?" in the ID/reading fields. [SIGN-ID] in the Unicode field marks an unclassified,
unreadable, or not-directly-encoded sign; it is deliberately not guessed. Spaces reflect
SigLA's word/role grouping, but line layout, two-dimensional placement, numerals not tagged
as sign attestations, erasures, damage, and palaeographic variants cannot be fully preserved
in plain text. Consult each source URL and drawing for the authoritative context. Linear A
is undeciphered; display readings are conventional approximate values, not translations.

PROVENANCE, ATTRIBUTION, AND LICENSE
Derived from SigLA: The Signs of Linear A, by Ester Salgarella and Simon Castellan.
Dataset snapshot source: https://sigla.phis.me/
Coverage/change log: https://sigla.phis.me/about.html
Dataset documentation: https://sigla.phis.me/paper.html
SigLA dataset and drawings license: Creative Commons Attribution-NonCommercial-ShareAlike
4.0 International (CC BY-NC-SA 4.0):
https://creativecommons.org/licenses/by-nc-sa/4.0/
This transformed Unicode transcription is distributed under the same CC BY-NC-SA 4.0
license. Changes made: selected textual metadata/sign attestations, ordered occurrences,
mapped GORILA IDs to Unicode 17.0 code points, and serialized as UTF-8 TSV. No drawings or
GORILA page images are included.
Unicode mapping source: https://www.unicode.org/Public/17.0.0/ucd/UnicodeData.txt
Unicode data license: https://www.unicode.org/license.txt
INSCRIBE viewer (3D models; no direct alignment asserted here):
https://www.inscribercproject.com/3d_viewer_home.php

FORMAT
Tab-separated UTF-8. One record per document. A "-" value means SigLA did not supply it.

document	type	site	period	signs_reported	words_reported	occurrences_extracted	unicode_encoded	unicode_sequence	scholarly_reading	gorila_sign_ids	roles	sigla_url	corpus_url
GO 2a	Tablet	GOURNIA	LM IB	12	5	12	9	𐘁[?] 𐘾 [A705] 𐘤𐘃 𐘤𐘁𐘂 [A704] 𐙂𐘈	ro-? ka A705 si-te si-ro-pa A704 ku-se	AB02-? AB77 A705 AB41-AB04 AB41-AB02-AB03 A704 AB81-AB09	Syllabogram,Syllabogram | Syllabogram | Fraction | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Fraction | Syllabogram,Syllabogram	https://sigla.phis.me/document/GO%202a/	https://editions.efa.gr/?r=publication&id=1050
GO 2b	Tablet	GOURNIA	LM IB	7	5	7	4	[?] [A705] 𐘀 𐘙 [?] 𐘈𐘤	? A705 da re ? se-si	? A705 AB01 AB27 ? AB09-AB41	Syllabogram | Fraction | Syllabogram | Syllabogram | Syllabogram | Syllabogram,Syllabogram	https://sigla.phis.me/document/GO%202b/	https://editions.efa.gr/?r=publication&id=1050
GO Wc 1a	Roundel	Gournia	LM IB	6	1	6	6	𐘇𐘞𐘲𐙁𐘚𐘈	a-sa-su-ma-i-se	AB08-AB31-AB58-AB80-AB28-AB09	Syllabogram,Syllabogram,Syllabogram,Syllabogram,Syllabogram,Syllabogram	https://sigla.phis.me/document/GO%20Wc%201a/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=64
GO Wc 1b	Roundel	Gournia	LM IB	1	0	1	1	𐘖	AB23/BOSm	AB23m	Logogram	https://sigla.phis.me/document/GO%20Wc%201b/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=64
HT 1	Tablet	Haghia Triada	LM IB	18	6	18	18	𐘿𐘽𐘉 𐘸𐘁 𐙀𐘲 𐘆𐘆𐘍𐘥 𐙂𐘰𐘯 𐘇𐘴𐘅𐘙	qe-ra_2-u ki-ro *79-su di-di-za-ke ku-*56-nu a-ra-na-re	AB78-AB76-AB10 AB67-AB02 AB79-AB58 AB07-AB07-AB17-AB44 AB81-AB56-AB55 AB08-AB60-AB06-AB27	Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram,Syllabogram	https://sigla.phis.me/document/HT%201/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=38
HT 2	Tablet	Haghia Triada	LM IB	12	2	12	12	𐘇𐘾𐘘 𐜋𐜊𐜎 𐘸𐘙𐘳𐘅 𐜋𐜊	a-ka-ru A610-A609-A613 ki-re-ta-na A610-A609	AB08-AB77-AB26 A610-A609-A613 AB67-AB27-AB59-AB06 A610-A609	Syllabogram,Syllabogram,Syllabogram | Logogram,Logogram,Logogram | Syllabogram,Syllabogram,Syllabogram,Syllabogram | Logogram,Logogram	https://sigla.phis.me/document/HT%202/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=40
HT 3	Tablet	Haghia Triada	LM IB	23	11	23	21	𐙁𐘆 𐘆𐘅 𐘿𐘽𐘱 [?] 𐘆 𐘕𐘘 𐘘 𐘤𐘹𐘽𐘙 [?] 𐙂𐘰𐘯 𐙁𐘆 𐘀	ma-di di-na qe-ra_2-ja ? AB07 mu-ru ru si-tu-ra_2-re ? ku-*56-nu ma-di da	AB80-AB07 AB07-AB06 AB78-AB76-AB57 ? AB07 AB23-AB26 AB26 AB41-AB69-AB76-AB27 ? AB81-AB56-AB55 AB80-AB07 AB01	Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Syllabogram | Logogram | Syllabogram,Syllabogram | Syllabogram | Syllabogram,Syllabogram,Syllabogram,Syllabogram | Syllabogram | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram	https://sigla.phis.me/document/HT%203/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=42
HT 4	Tablet	Haghia Triada	LM IB	16	4	16	14	[?]𐙚𐘠𐘾𐘇𐘙 [?]𐘬𐘭𐘃 𐘂𐘙 𐘳𐘢𐘤𐘆	?-A306-ti-ka-a-re ?-du-ri-te pa-re ta-pi-si-di	?-A306-AB37-AB77-AB08-AB27 ?-AB51-AB53-AB04 AB03-AB27 AB59-AB39-AB41-AB07	Syllabogram,Syllabogram,Syllabogram,Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram,Syllabogram	https://sigla.phis.me/document/HT%204/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=44
HT 5	Tablet	Haghia Triada	LM IB	7	4	7	5	𐙛 𐙁𐘤 [?]𐘣𐘬 [?]	A307 ma-si ?-wi-du ?	A307 AB80-AB41 ?-AB40-AB51 ?	Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Syllabogram	https://sigla.phis.me/document/HT%205/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=46
HT 6a	Tablet	Haghia Triada	LM IB	33	9	33	27	𐘾𐘂 𐘀𐘳𐘴 𐘃 𐘝 𐘢𐘳𐘱 𐛑 [A717] 𐙁𐙭 𐘵𐘽𐘆𐘗 𐘾𐘂𐘿 [A707][A704] 𐘀𐘿𐘴 𐘿𐘢𐘳 [A707][A704] 𐘝 [A707]	ka-pa da-ta-ra AB04 AB30/FIC pi-ta-ja A538 A717 ma-A321 o-ra_2-di-ne ka-pa-qe A707-A704 da-qe-ra qe-pi-ta A707-A704 AB30/FIC A707	AB77-AB03 AB01-AB59-AB60 AB04 AB30 AB39-AB59-AB57 A538 A717 AB80-A321 AB61-AB76-AB07-AB24 AB77-AB03-AB78 A707-A704 AB01-AB78-AB60 AB78-AB39-AB59 A707-A704 AB30 A707	Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Transaction sign | Logogram | Syllabogram,Syllabogram,Syllabogram | Logogram | Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Fraction,Fraction | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Fraction,Fraction | Logogram | Fraction	https://sigla.phis.me/document/HT%206a/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=48
HT 6b	Tablet	Haghia Triada	LM IB	24	7	24	20	𐘮𐘬𐘝𐘻 [A706] 𐘴𐘠𐘈 𐙁𐘭[?]𐘚 𐘬𐘀𐙁 𐘬𐘸 [A704] 𐘞𐙁 𐘰𐘝𐘅 [A707]	wa-du-ni-mi A706 ra-ti-se ma-ri-?-i du-da-ma du-ki A704 sa-ma *56-ni-na A707	AB54-AB51-AB30-AB73 A706 AB60-AB37-AB09 AB80-AB53-?-AB28 AB51-AB01-AB80 AB51-AB67 A704 AB31-AB80 AB56-AB30-AB06 A707	Syllabogram,Syllabogram,Syllabogram,Syllabogram | Fraction | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Fraction | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Fraction	https://sigla.phis.me/document/HT%206b/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=48
HT 7a	Tablet	Haghia Triada	LM IB	15	6	15	14	𐘿𐘠 [AB100] 𐘚𐘘𐘱 𐘬𐘱 𐘳𐘅𐘠 𐘀𐘙 𐘃𐘹	qe-ti AB100/VIR i-ru-ja du-ja ta-na-ti da-re te-tu	AB78-AB37 AB100 AB28-AB26-AB57 AB51-AB57 AB59-AB06-AB37 AB01-AB27 AB04-AB69	Syllabogram,Syllabogram | Logogram | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram	https://sigla.phis.me/document/HT%207a/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=50
HT 7b	Tablet	Haghia Triada	LM IB	6	2	6	6	𐘐𐘹𐘗 𐘀𐘘𐙵	qif-tu-ne da-ru-A329	AB21f-AB69-AB24 AB01-AB26-A329	Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram	https://sigla.phis.me/document/HT%207b/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=50
HT 8a	Tablet	Haghia Triada	LM IB	27	6	27	20	𐘧𐘆 𐜓 𐘰𐘾𐘴𐘠 [A707] 𐘂 [A707] 𐘃𐙕 𐘌𐙠𐘚 [A707][A704] 𐘤𐘸𐘴 [A704] 𐘸𐘙 [?] 𐘳𐘅 [A707]	je-di A618 *56-ka-ra-ti A707 AB03 A707 te-A301 qa-A310-i A707-A704 si-ki-ra A704 ki-re ? ta-na A707	AB46-AB07 A618 AB56-AB77-AB60-AB37 A707 AB03 A707 AB04-A301 AB16-A310-AB28 A707-A704 AB41-AB67-AB60 A704 AB67-AB27 ? AB59-AB06 A707	Syllabogram,Syllabogram | Logogram | Syllabogram,Syllabogram,Syllabogram,Syllabogram | Fraction | Logogram | Fraction | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Fraction,Fraction | Syllabogram,Syllabogram,Syllabogram | Fraction | Syllabogram,Syllabogram | Erasure (Unknown?) | Syllabogram,Syllabogram | Fraction	https://sigla.phis.me/document/HT%208a/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=52
HT 8b	Tablet	Haghia Triada	LM IB	20	5	20	14	𐘲𐘜𐙓 𐘰𐙓 𐘌𐙠𐘚 [A704][A705] 𐘾𐘂 [A707] 𐘂𐘱𐘙 [A705] 𐛥 [A707][A707]	su-pu_2-*188 *56-*188 qa-A310-i A704-A705 ka-pa A707 pa-ja-re A705 A565 A707-A707	AB58-AB29-AB188 AB56-AB188 AB16-A310-AB28 A704-A705 AB77-AB03 A707 AB03-AB57-AB27 A705 A565 A707-A707	Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Fraction,Fraction | Syllabogram,Syllabogram | Fraction | Syllabogram,Syllabogram,Syllabogram | Fraction | Logogram | Fraction,Fraction	https://sigla.phis.me/document/HT%208b/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=52
HT 9a	Tablet	Haghia Triada	LM IB	30	8	30	23	𐘞𐘁 𐘃 𐙍 𐘂𐘦 [A707][A704] 𐙚𐘹 𐘆𐘅𐘉 𐘿𐘫 𐙰𐘆𐘴 [A707] 𐘳𐘚𐙌 [A707] 𐘇𐘘 [A704] 𐙂𐘁 [A707][A704]	sa-ro AB04 AB131/VINa pa-de A707-A704 A306-tu di-na-u qe-pu A324-di-ra A707 ta-i-*123 A707 a-ru A704 ku-ro A707-A704	AB31-AB02 AB04 AB131a AB03-AB45 A707-A704 A306-AB69 AB07-AB06-AB10 AB78-AB50 A324-AB07-AB60 A707 AB59-AB28-AB123 A707 AB08-AB26 A704 AB81-AB02 A707-A704	Syllabogram,Syllabogram | Transaction sign | Logogram | Syllabogram,Syllabogram | Fraction,Fraction | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Fraction | Syllabogram,Syllabogram,Syllabogram | Fraction | Syllabogram,Syllabogram | Fraction | Syllabogram,Syllabogram | Fraction,Fraction	https://sigla.phis.me/document/HT%209a/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=54
HT 9b	Tablet	Haghia Triada	LM IB	26	10	26	25	𐘰 𐘮𐘱𐘢[?] 𐘾𐙙 𐘂𐘦 𐘇𐘤 𐙚𐘹 𐙰𐘆𐘴 𐘿𐘫 𐘳𐘚𐙌 𐘆𐘅𐘉 𐙂𐘁	AB56 wa-ja-pi-? ka-A305 pa-de a-si A306-tu A324-di-ra qe-pu ta-i-*123 di-na-u ku-ro	AB56 AB54-AB57-AB39-? AB77-A305 AB03-AB45 AB08-AB41 A306-AB69 A324-AB07-AB60 AB78-AB50 AB59-AB28-AB123 AB07-AB06-AB10 AB81-AB02	Transaction sign | Syllabogram,Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram	https://sigla.phis.me/document/HT%209b/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=54
HT 10a	Tablet	Haghia Triada	LM IB	27	8	27	22	𐙂𐘝𐘲 𐘞𐙁 𐘂 𐘀𐘙 [A707] 𐘉𐙱𐘍 [?] 𐙕 𐘉𐙱𐘍 [?] 𐙙𐘘 [A707] 𐘀𐘭𐘀 𐘋𐘍 [?]	ku-ni-su sa-ma AB03 da-re A707 u-A325-za ? A301 u-A325-za ? A305-ru A707 da-ri-da me-za ?	AB81-AB30-AB58 AB31-AB80 AB03 AB01-AB27 A707 AB10-A325-AB17 ? A301 AB10-A325-AB17 ? A305-AB26 A707 AB01-AB53-AB01 AB13-AB17 ?	Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Transaction sign | Syllabogram,Syllabogram | Fraction | Syllabogram,Syllabogram,Syllabogram | Erasure (Unknown?) | Logogram | Syllabogram,Syllabogram,Syllabogram | Erasure (Unknown?) | Syllabogram,Syllabogram | Fraction | Syllabogram,Syllabogram,Syllabogram | Syllabogram,Syllabogram | Erasure (Unknown?)	https://sigla.phis.me/document/HT%2010a/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=56
HT 10b	Tablet	Haghia Triada	LM IB	21	6	21	15	𐘉𐘠 [?] 𐘀 [?] 𐘙 𐘳𐘭𐘅 [?] 𐙢𐘳 [A707] 𐘾𐘞𐘘 [?] 𐘳𐘅𐘠 [A704]	u-ti ? da ? re ta-ri-na ? A312-ta A707 ka-sa-ru ? ta-na-ti A704	AB10-AB37 ? AB01 ? AB27 AB59-AB53-AB06 ? A312-AB59 A707 AB77-AB31-AB26 ? AB59-AB06-AB37 A704	Syllabogram,Syllabogram | Erasure (Unknown?) | Syllabogram | Erasure (Unknown?) | Syllabogram | Syllabogram,Syllabogram,Syllabogram | Erasure (Unknown?) | Syllabogram,Syllabogram | Fraction | Syllabogram,Syllabogram,Syllabogram | Erasure (Unknown?) | Syllabogram,Syllabogram,Syllabogram | Fraction	https://sigla.phis.me/document/HT%2010b/	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=1&ce=540ecor2uudeumpibfksblm7ss9s2lsi&sp=56
