24	CHEST	breast [EX:of a man]	Brust [BSP:eines Mannes]	грудь [НАПР:мужчины]	1592	CHEST
25	SHOULDER	shoulder [[anatomy]]	Schulter [[Anatomie]]	плечо [[анатомия]]	1482	SHOULDER
26	ARM	arm [of a human]	Arm [des Menschen]	рука [от пальцев до плеча]	1673	ARM
27	ELBOW	elbow [of a human]	Ellenbogen [des Menschen]	локоть [человека]	981	ELBOW
28	HAND	hand [of a human]	Hand [des Menschen]	кисть [руки]	1277	HAND
29	PALM OF HAND	palm [[anatomy]]	Handfläche [[Anatomie]]	ладонь [[анатомия]]	1183	PALM_OF_HAND
30	FINGER	finger [of a human]	Finger [des Menschen]	палец [на руке человека]	1303	FINGER
31	FINGERNAIL	fingernail [[anatomy]]	Fingernagel [[Anatomie]]	ноготь на руке [человека]	1258	FINGERNAIL
32	FINGERNAIL OR TOENAIL	nail [[anatomy]]	Nagel[Anatomie] [[Anatomie]]	ноготь [на руке или на ноге]	1896	FINGERNAIL_OR_TOENAIL
33	TOE	toe [of a human]	Zeh [des Menschen]	палец ноги [человека]	1389	TOE
34	FOOT	foot [of a human]	Fuß [des Menschen]	ступня [человека]	1301	FOOT
35	HEEL	heel [[anatomy]]	Ferse [[Anatomie]]	пятка [[анатомия]]	980	HEEL
36	KNEE	knee [[anatomy]]	Knie [[Anatomie]]	колено [[анатомия]]	1371	KNEE
37	THIGH	thigh [[anatomy]]	Oberschenkel [[Anatomie]]	бедро [верхняя часть ноги до колена]	800	THIGH
38	LEG	leg [of a human]	Bein [des Menschen]	нога [нога не включая ступню]	1297	LEG
39	BODY	body [of a living organism]	Körper [eines Lebewesens]	тело [живого существа]	1480	BODY
40	SKIN	skin [of a human]	Haut [des Menschen]	кожа [человека]	763	SKIN
41	BLOOD	blood [fluid]	Blut [Flüssigkeit]	кровь [жидкая]	946	BLOOD
42	VEIN	vein [[anatomy]]	Ader [[Anatomie]]	вена [[анатомия]]	1924	VEIN
43	TENDON	sinew [[anatomy]]	Sehne [[Anatomie]]	сухожилие [[анатомия]]	1137	TENDON
44	BONE	bone [[anatomy]]	Knochen [[Anatomie]]	кость [[анатомия]]	1394	BONE
45	BRAIN	brain [[anatomy]]	Gehirn [[Anatomie]]	мозг [[анатомия]]	1583	BRAIN
46	HEART	heart [[anatomy]]	Herz [[Anatomie]]	сердце [[анатомия]]	1223	HEART
47	STOMACH	stomach [[anatomy]]	Magen [[Anatomie]]	желудок [[анатомия]]	819	STOMACH
48	LIVER	liver [[anatomy]]	Leber [[Anatomie]]	печень [[анатомия]]	1224	LIVER
49	BREATH	breath [breathing]	Atem [Atmung]	дыхание [процесс]	870	BREATH
50	HUNGER	hunger [condition]	Hunger [Zustand]	голод [состояние]	1864	HUNGER
51	TEAR (OF EYE)	tear [drop of fluid]	Träne [Tropfen der Flüssigkeit]	слеза [капля]	1651	TEAR_(OF_EYE)
52	TASTE	flavour [of something]	Geschmack [von etwas]	вкус [чего-либо]	2190	TASTE
53	FLAVOR	odour [of something]	Geruch [von etwas]	запах [чего-либо]	0	<NA>
54	SLEEP (STATE)	sleep [condition]	Schlaf [Zustand]	сон [состояние]	0	<NA>
55	DREAM	dream [while sleeping]	Traum [im Schlaf]	сновидение [то что снится]	2374	DREAM
56	SKY	sky [visible]	Himmel [sichtbar]	небо [НАПР:звёзды на небе/солнце на небе]	1732	SKY
57	SUN	sun [celestial body]	Sonne [Himmelskörper]	солнце [НАПР:солнце на небе]	1343	SUN
58	MOON	moon [celestial body]	Mond [Himmelskörper]	луна [НАПР:луна на небе]	1313	MOON
59	STAR	star [in the night sky]	Stern [am Nachthimmel]	звезда [на ночном небе]	1430	STAR
60	AIR	air [where birds fly]	Luft [wo Vögel fliegen]	воздух [НАПР:птицы летают по воздуху]	27	AIR
61	WIND	wind [outside]	Wind [draußen]	ветер [на улице]	960	WIND
62	WAVE	wave [on water]	Welle [auf Wasser]	волна [на воде]	978	WAVE
63	WATER	water [cold water]	Wasser [kaltes Wasser]	вода [холодная вода]	948	WATER
64	ROCK	stone [substance]	Stein [Substanz]	камень [вещество]	668	ROCK
65	GROUND	ground [soil earth]	Boden [Erdboden]	земля [земля пол; НАПР:падать на землю]	2159	GROUND
66	EARTH (SOIL)	earth [substance]	Erde [Substanz]	земля почва [вещество; НАПР:комок земли]	1228	EARTH_(SOIL)
67	DUST	dust [settled]	Staub [Ablagerung]	пыль [НАПР:вытереть пыль]	2	DUST
68	SMOKE (EXHAUST)	smoke [from a fire]	Rauch [von einem Feuer]	дым [от огня]	778	SMOKE_(EXHAUST)
69	SPARK	spark [from a fire]	Funke [von einem Feuer]	искра [от огня]	518	SPARK
70	FIRE	fire [flames]	Feuer [Flammen]	огонь [пламя]	221	FIRE
71	LIGHT (RADIATION)	light [from a natural source]	Licht [natürlich]	свет [природный]	630	LIGHT_(RADIATION)
72	SHADE	shadow [shady place]	Schatten [schattiger Ort]	тень [тенистое место]	1388	SHADE
73	WEATHER	weather	Wetter	погода	952	WEATHER
74	FOG	fog	Nebel	туман	249	FOG
75	CLOUD	cloud [bright]	Wolke [hell]	облако [свётлое]	1489	CLOUD
76	RAIN (PRECIPITATION)	rain [falling]	Regen [fallend]	дождь [НАПР:дождь идёт]	658	RAIN_(PRECIPITATION)
77	SNOW	snow [on the ground]	Schnee [liegend]	снег [на земле]	784	SNOW
78	ICE	ice [natural substance]	Eis [natürliche Substanz]	лёд [природный НАПР:на реке озере]	617	ICE
79	FROST	frost [temperature below freezing point]	Frost [Temperatur unter Gefrierpunkt]	мороз [сильный холод]	2034	FROST
80	CHILL	chill [low temperature]	Kälte [niedrige Temperatur]	холод [низкая температура воздуха]	0	<NA>
81	HEAT	heat [high temperature]	Hitze [hohe Temperatur]	жара [высокая температура воздуха]	612	HEAT
82	HOARFROST	hoarfrost	Raureif	иней	0	<NA>
83	RAINBOW	rainbow	Regenbogen	радуга	1733	RAINBOW
84	THUNDER	thunder [during a thunderstorm]	Donner [bei Gewitter]	гром [во время грозы]	1150	THUNDER
85	CURRENT	current [of a river]	Strömung [eines Flusses]	течение [реки]	0	<NA>
86	DROP (OF LIQUID)	drop [EX:water]	Tropfen [BSP:Wasser]	капля [НАПР:воды]	0	<NA>
87	FOAM	foam [on liquid]	Schaum [auf Flüssigkeit]	пена [на поверхности жидкости]	1768	FOAM
88	DIRT	dirt [on objects]	Schmutz [auf Gegenständen]	грязь [на предметах]	25	DIRT
89	LAKE	lake	See [Binnensee]	озеро	624	LAKE
90	SWAMP	swamp [area of impassable wet land]	Sumpf [Feuchtgebiet]	топь [вязкое труднопроходимое место]	1145	SWAMP
91	MOOR	moor [wasteland covered by heath]	Moor [Torfmoor]	болото [торфяное болото]	0	<NA>
92	MEADOW	meadow [land covered with grass]	Wiese [Land mit Grasbewuchs]	луг [поросший травой]	0	<NA>
93	FOREST	forest	Wald	лес	420	FOREST
94	HILL	hill [possibly wooded]	Hügel [möglicherweise bewaldet]	холм [горка]	614	HILL
95	ELEVATION	elevation [of the ground]	Anhöhe [höher gelegenes Gelände]	возвышенность [более высокое возвышающееся над окрестностью место]	0	<NA>
96	MOUNTAIN	mountain [woodless]	Berg [unbewaldet]	гора [не поросшая лесом]	639	MOUNTAIN
97	SUMMIT	summit [of a mountain]	Gipfel [eines Berges]	вершина [горы]	1614	SUMMIT
98	CAVE	cave [in a mountain]	Höhle [in einem Berg]	пещера [в горе]	1155	CAVE
99	PRECIPICE	slope [of a mountain]	Abhang [eines Berges]	склон [горы]	618	PRECIPICE
100	SPRING (OF WATER)	source [of a river]	Quelle [eines Flusses]	источник [реки]	849	SPRING_(OF_WATER)
101	BROOK	brook [small river]	Bach [kleiner Fluss]	ручей [маленькая река]	0	<NA>
102	RIVER	river [larger river]	Fluss [größerer Fluss]	река [большая река]	666	RIVER
103	SHORE	shore [of a lake]	Ufer [eines Sees]	берег [НАПР:озeра]	113	SHORE
104	COAST	coast [seashore]	Küste [Meeresküste]	побережье [берег моря]	1525	COAST
105	MAINLAND	land [as opposed to sea]	Festland	суша [как противоположность морю]	166	MAINLAND
106	SEA	sea	Meer	море	1474	SEA
107	BAY	cove bay [small coastal inlet]	Bucht [kleine Bucht]	бухта [небольшой залив в море]	663	BAY
108	ISLAND	island	Insel	остров	622	ISLAND
109	FLOWER	flower	Blume	цветок	239	FLOWER
110	GRASS	grass [ground cover]	Gras [Bodenbewuchs]	трава [зелёный покров земли НАПР:лежать на траве]	606	GRASS
111	ROOT	root [of a plant]	Wurzel [einer Pflanze]	корень [растения]	670	ROOT
112	TREE	tree [plant]	Baum [Pflanze]	дерево [растение]	906	TREE
113	TREE TRUNK	trunk [of a tree]	Stamm [eines Baumes]	ствол [дерева]	344	TREE_TRUNK
114	BARK	bark [of a tree]	Rinde [eines Baumes]	кора [дерева]	1204	BARK
115	BRANCH	limb [of a tree]	Ast [eines Baumes]	сук [дерева]	826	BRANCH
116	TWIG	twig [of a tree]	Zweig [eines Baumes]	ветвь [дерева]	0	<NA>
117	LEAF	leaf [of a plant]	Blatt [einer Pflanze]	лист [растения]	628	LEAF
118	BIRCH	birch	Birke	берёза	1855	BIRCH
119	PINE	pine [pine tree]	Kiefer[Baum]	сосна	1740	PINE
120	WILLOW	willow	Weide[Baum]	ива	818	WILLOW
121	FIR	fir	Tanne	ель	1915	FIR
122	HORN (ANATOMY)	horn [of an animal]	Horn [eines Tieres]	рог [животного]	1393	HORN_(ANATOMY)
123	FEATHER	feather [of a bird]	Feder [eines Vogels]	перо [птицы]	1201	FEATHER
124	FUR	fur [of an animal]	Fell [eines Tieres]	шкура [животного]	580	FUR
125	WING	wing [of a bird]	Flügel [eines Vogels]	крыло [птицы]	1257	WING
126	CLAW	claw [EX:of a bird]	Klaue [BSP:eines Vogel]	коготь [НАПР:птицы]	72	CLAW
127	PAW	paw [EX:of a cat]	Kralle [BSP:einer Katze]	лапа [НАПР:кошки]	0	<NA>
128	TAIL	tail [EX:of a dog]	Schwanz [BSP:eines Hundes]	хвост [НАПР:собаки]	1220	TAIL
129	EGG	egg [EX:of a bird]	Ei [BSP:eines Vogel]	яйцо [НАПР:птицы]	744	EGG
130	NEST	nest [EX:of a bird]	Nest [BSP:eines Vogel]	гнездо [НАПР:птицы]	539	NEST
131	LAIR	lair [EX:of a fox]	Bau [BSP:eines Fuchses]	нора [НАПР:лисы]	0	<NA>
132	ANIMAL	animal	Tier	животное	619	ANIMAL
133	FLOCK (OF SHEEP)	flock [EX:of sheep]	Herde [BSP:Schafherde]	стадо [НАПР:овец]	0	<NA>
134	COW	cow	Kuh	корова	1007	COW
135	BULL	bull [male bovine]	Bulle [männliches Rind]	бык [самец коровы]	1008	BULL
136	HORSE	horse	Pferd	лошадь	615	HORSE
137	SHEEP	sheep	Schaf	овца	1331	SHEEP
138	PIG	pig	Schwein	свинья	1337	PIG
139	DOG	dog	Hund	собака	2009	DOG
140	CAT	cat	Katze	кошка	1208	CAT
141	BEAR	bear	Bär	медведь	1820	BEAR
142	SQUIRREL	squirrel	Eichhörnchen	белка	1628	SQUIRREL
143	ELK	elk	Elch	лось	1772	ELK
144	FOX	fox	Fuchs	лиса	1312	FOX
145	HARE	hare	Hase	заяц	1190	HARE
146	MOUSE	mouse	Maus	мышь	1491	MOUSE
147	WOLF	wolf	Wolf	волк	522	WOLF
148	BIRD	bird	Vogel	птица	937	BIRD
149	SWARM	swarm [EX:of birds]	Schwarm [BSP:Vogelschwarm]	стая [НАПР:птиц]	0	<NA>
150	CHICKEN	chicken	Huhn	курица	1318	CHICKEN
151	ROOSTER	cock [male chicken]	Hahn [männliches Huhn]	петух [самец курицы]	1511	ROOSTER
152	GOOSE	goose	Gans	гусь	1187	GOOSE
153	EAGLE	eagle	Adler	орёл	1905	EAGLE
154	DUCK	duck	Ente	утка	1360	DUCK
155	OWL	owl	Eule	сова	735	OWL
156	CRANE	crane	Kranich	журавль	1830	CRANE
157	CROW	crow	Krähe	ворона	913	CROW
158	CUCKOO	cuckoo	Kuckuck	кукушка	0	<NA>
159	SWAN	swan	Schwan	лебедь	0	<NA>
160	FISH	fish	Fisch	рыба	227	FISH
161	PERCH (FISH)	perch	Barsch	окунь	0	<NA>
162	PIKE (FISH)	pike	Hecht	щука	0	<NA>
163	SNAKE	snake	Schlange[Tier]	змея	730	SNAKE
164	WORM	worm	Wurm	червяк	1219	WORM
165	SPIDER	spider	Spinne	паук	843	SPIDER
166	ANT	ant	Ameise	муравей	587	ANT
167	LOUSE	louse	Laus	вошь	1392	LOUSE
168	MOSQUITO	gnat	Mücke	комар	1509	MOSQUITO
169	FLY (INSECT)	fly [insect]	Fliege [Insekt]	муха [насекомое]	1504	FLY_(INSECT)
170	BUTTERFLY	butterfly	Schmetterling	бабочка	1791	BUTTERFLY
171	BERRY	berry [generic term]	Beere [generische Bezeichnung]	ягода [общee название]	904	BERRY
172	APPLE	apple	Apfel	яблоко	1320	APPLE
173	MUSHROOM	mushroom [generic term]	Pilz [generische Bezeichnung]	гриб [общee название]	641	MUSHROOM
174	ONION	onion [edible]	Zwiebel [essbar]	луковица [репчатый лук]	2366	ONION
175	SEED	seed [fertilized grain]	Saat [Saatgut]	семена [для посева]	714	SEED
176	GRAIN (SINGLE)	grain [single grain]	Korn [Einzelkorn]	зерно [одно]	0	<NA>
177	HAY	hay	Heu	сено	342	HAY
178	SKIN (OF FRUIT)	peel husk [EX:of an apple]	Schale [BSP:eines Apfels]	кожура́ шелуха [НАПР:яблока]	2373	SKIN_(OF_FRUIT)
179	PIT (POTHOLE)	pit [hole in the ground]	Grube [Loch im Boden]	яма [углубление в земле]	2539	PIT_(POTHOLE)
180	TRAP (PITFALL)	trap [EX:mouse trap]	Falle [BSP:Mausefalle]	ловушка [НАПР:мышело́вка]	1075	TRAP_(PITFALL)
181	NOOSE	noose [EX:on a rope]	Schlinge [BSP:Schlaufe an Schnur]	петля [НАПР:на верёвке]	2604	NOOSE
182	TRACK (OF ANIMAL)	track [EX:of an animal]	Spur [BSP:eines Tieres]	след [НАПР:животного]	0	<NA>
183	ASH	ash [solid remains of a fire]	Asche [Überbleibsel eines Feuers]	зола [пепел]	646	ASH
184	FILTH	filth [that which soils or defiles]	Dreck [Verschmutzung]	грязь [то что пачкает]	0	<NA>
185	IRON	iron [metal]	Eisen [Metall]	железо [металл]	621	IRON
186	GOLD	gold [metal]	Gold [Metall]	золото [металл]	1369	GOLD
187	SILVER	silver [metal]	Silber [Metall]	серебро [металл]	759	SILVER
188	CHARCOAL	coal [combustible substance]	Kohle [brennbare Substanz]	уголь [горючее вещество]	1188	CHARCOAL
189	GLASS	glass [transparent substance]	Glas [Material]	стекло [прозрачный материал]	604	GLASS
190	CLAY	clay [ductile material]	Lehm [formbares Material]	глина [пластичный материал]	1399	CLAY
191	SAND	sand [material]	Sand [Material]	песок [материал]	671	SAND
192	PERSON	human [human being]	Mensch	человек	683	PERSON
193	MAN	man [adult male human]	Mann [erwachsener männlicher Mensch]	мужчина	1554	MAN
194	WOMAN	woman	Frau [erwachsener weiblicher Mensch]	женщина	962	WOMAN
195	CHILD (YOUNG HUMAN)	child [EX:10 years old]	Kind [BSP:10 Jahre alt]	ребёнок [НАПР:десятилетний]	1304	CHILD_(YOUNG_HUMAN)
196	BOY	boy [male child]	Junge [männliches Kind]	мальчик [ребёнок мужского пола]	1366	BOY
197	GIRL	girl [female child]	Mädchen [weibliches Kind]	девочка [ребёнок женского пола]	1646	GIRL
198	FAMILY	family [group of close relatives living together]	Familie [Gruppe nah verwandter Menschen zusammenlebend]	семья [группа близких родственников живущих вместе]	194	FAMILY
199	GRANDFATHER	grandfather [EX:father's father]	Großvater [BSP:Vater des Vaters]	дедушка [НАПР:отец отца]	1383	GRANDFATHER
200	GRANDMOTHER	grandmother [EX:father's mother]	Großmutter [BSP:Mutter des Vaters]	бабушка [НАПР:мать отца]	1496	GRANDMOTHER
201	PARENTS	parents	Eltern	родители	505	PARENTS
202	FATHER	father	Vater	отец	1217	FATHER
203	MOTHER	mother	Mutter	мать	1216	MOTHER
204	SON	son	Sohn	сын	1620	SON
205	DAUGHTER	daughter	Tochter	дочь	1357	DAUGHTER
206	BROTHER	brother [EX:elder brother]	Bruder [BSP:älterer Bruder]	брат [НАПР:старший брат]	1262	BROTHER
207	SISTER	sister [EX:elder sister]	Schwester [BSP:ältere Schwester]	сестра [НАПР:старшая сестра]	1263	SISTER
208	UNCLE	uncle [EX:father's brother]	Onkel [BSP:Bruder des Vaters]	дядя [НАПР:брат отца]	1327	UNCLE
209	AUNT	aunt [EX:father's sister]	Tante [BSP:Schwester des Vaters]	тётя [НАПР:сестра отца]	1272	AUNT
210	HUSBAND	husband [male spouse]	Ehemann [Gatte]	муж [супруг]	1200	HUSBAND
211	WIFE	wife [female spouse]	Ehefrau [Gattin]	жена [супруга]	1199	WIFE
212	JOY	joy [emotion]	Freude [Gefühl]	радость [чувство]	2524	JOY
213	LAUGHTER	laughter	Gelächter	смех	0	<NA>
214	HAPPINESS	happiness	Glück [Glückseligkeit]	счастье [чувство довольства]	0	<NA>
215	GRIEF	grief [sorrow sadness]	Kummer [Trauer Traurigkeit]	горе [сильная печаль]	1668	GRIEF
216	LONGING	wish [longing]	Wunsch [Sehnsucht]	желание [стремление к осуществлению чего-нибудь]	0	<NA>
217	DESIRE	desire [to have something]	Lust [Streben nach Besitz]	влечение [стремление к обладанию]	2117	DESIRE
218	SPIRIT	spirit [inner energy of a being]	Geist [Lebensgeist innere Kraft]	дух [внутренняя сила или сущность]	53	SPIRIT
219	THOUGHT	thought	Gedanke	мысль	0	<NA>
220	MEMORY	memory [human ability to record information]	Gedächtnis [Erinnerungsvermögen]	память [способность запоминать информацию]	1018	MEMORY
221	MIND	mind [ability for rational thought]	Verstand [Denkfähigkeit]	ум [способность мыслить]	1562	MIND
222	MEANING	meaning [denotation]	Sinn [Bedeutungsgehalt]	смысл [суть содержание]	0	<NA>
223	REASON	reason [motive rationale]	Grund [Begründung]	причина [основание повод]	0	<NA>
224	TRUTH	truth	Wahrheit	правда	1638	TRUTH
225	CONVERSATION	talk [conversation]	Gespräch	беседа	0	<NA>
226	FAIRY TALE	fairy tale	Märchen	сказка	0	<NA>
227	STORY	story [oral narration]	Erzählung [mündlich]	рассказ [устный]	2060	STORY
228	MESSAGE	message	Nachricht	сообщение	0	<NA>
229	NEWS	news	Neuigkeit	новость	0	<NA>
230	NAME	name [of a person]	Name [eines Menschen]	имя [человека]	1405	NAME
231	SPEECH (ADDRESS)	puzzle [riddle]	Rätsel [Aufgabe zum Erraten]	загадка [НАПР:загадать загадку]	0	<NA>
232	SPEECH	speech [long oral message]	Rede [Ansprache]	речь [устное выступление]	1115	SPEECH
233	LANGUAGE	language	Sprache	язык [средство общения]	1307	LANGUAGE
234	VOICE	voice [sounds uttered by vocal cords]	Stimme [von Stimmbändern erzeugte Geräusch]	голос [звуки горловых связок]	1363	VOICE
235	WORD	word [unit of language]	Wort [sprachliche Einheit]	слово [единица языка]	1599	WORD
236	SIGN	sign [object bearing a message]	Zeichen [Gegenstand mit Informationsgehalt]	знак [символ]	0	<NA>
237	CALL (APPEAL)	call [appeal]	Ruf [Aufruf]	зов [призыв]	0	<NA>
238	NOISE	noise [unwanted loud sounds]	Lärm [unangenehm lauter Schall]	шум [гул разные звуки]	1182	NOISE
239	SOUND OR NOISE	sound [sensation perceived by the ear]	Laut [Geräusch]	звук [то что воспринимается слухом]	1811	SOUND_OR_NOISE
240	TONE (MUSIC)	tone [sound of a specific pitch]	Ton [Klang einer bestimmten Tonhöhe]	тон [музыкальный звук звук определённой высоты]	0	<NA>
241	SONG	song	Lied	песня	1096	SONG
242	QUIET	calm [absence of noise and disturbances]	Ruhe [Abwesenheit von Lärm und Störungen]	покой [отсутствие шума и помех]	1314	QUIET
243	PEOPLE (SEVERAL)	people [many persons]	Leute	люди	0	<NA>
244	PEOPLE	nation [community of people with a common culture]	Volk [Menschen einer Ethnie]	народ [совокупность людей общей культуры]	789	PEOPLE
245	WORK (LABOUR)	work [employment]	Arbeit [Tätigkeit]	работа [занятие труд]	984	WORK_(LABOUR)
246	GUEST	guest	Gast	гость	1782	GUEST
247	GIFT	gift	Geschenk	подарок	0	<NA>
248	GAME	game [playful activity]	Spiel [spielerische Betätigung]	игра [занятие для развлечения отдыха]	2467	GAME
249	COMPANIONSHIP	company [companionship]	Gesellschaft [Begleitung]	общество [компания]	0	<NA>
250	HELP	help	Hilfe	помощь	1897	HELP
251	FRIEND	friend [person whose company one enjoys]	Freund [sehr nahestehender Mensch]	друг [связанный хорошими отношениями НАПР:друг детства]	1325	FRIEND
252	COMPANION	companion [with whom one spends time]	Kamerad [mit dem man Zeit verbringt]	приятель [близкий знакомый]	0	<NA>
253	MATTER (AFFAIR)	matter [affair]	Angelegenheit [Sache Fall]	дело [НАПР:важное дело]	0	<NA>
254	COUNT (NUMBER)	count [quantity counted]	Anzahl [zählbarer Dinge]	количество [множество число НАПР:количество/число гостей]	0	<NA>
255	KIND (THING)	sort [type]	Art [Sorte]	вид [разновидность]	844	KIND_(THING)
256	PIECE	piece [separable part of a larger whole]	Stück [abtrennbarer Teil eines Ganzen]	кусок [отделённая часть чего-л. НАПР:кусок мяса]	594	PIECE
257	PART	part [fraction of a whole]	Teil [Teilmenge eines Ganzen]	часть [доля некоего целого НАПР:часть урожая]	779	PART
258	HALF	half [of a quantity]	Hälfte [einer Menge]	половина [количества]	816	HALF
259	CIRCLE	circle [geometric figure]	Kreis [geometrische Figur]	круг [геометрическая фигура]	1467	CIRCLE
260	CROSS	cross [geometric figure]	Kreuz [geometrische Figur]	крест [геометрическая фигура]	1367	CROSS
261	LINE	line [geometric figure]	Linie [geometrische Figur]	линия [геометрическая фигура]	1048	LINE
262	STROKE (OF PEN)	stroke [drawn with a writing implement]	Strich [mit einem Schreibgerät gezogen]	черта [нарисованная]	0	<NA>
263	GAP	gap [between objects]	Abstand [zwischen Gegenständen]	промежуток [между предметами]	0	<NA>
264	DISTANCE	distance [between two points]	Entfernung [zwischen zwei Punkten]	расстояние [между точками]	0	<NA>
265	AREA	area [extent of surface region]	Gegend [Gebiet Bereich]	местность [окрестности]	0	<NA>
266	SPACE (FREE)	space [available space between things EX:in a closet]	Platz [verfügbarer Raum BSP:in einem Schrank]	место [между предметами НАПР:в шкафу]	0	<NA>
267	PLACE (POSITION)	place [location position]	Ort [definierte Stelle]	место [пространство пункт где что-либо происходит находится НАПР:место встречи тёплое место место в горах]	723	PLACE_(POSITION)
268	SIDE (OF OBJECT)	side [of an object]	Seite [eines Gegenstandes]	сторона [бок]	0	<NA>
269	MIDDLE	middle [central part of something]	Mitte [mittlerer Teil von etwas]	середина [центральная часть чего-либо]	1093	MIDDLE
270	ITEM (TOUCHABLE)	item [physical object]	Gegenstand [physisches Objekt]	предмет [отдельный материальный объект]	0	<NA>
271	THING	thing [distinct entity]	Sache [unterscheidbare Einheit]	вещь [явление действительности обстоятельство событие случай НАПР:произошла странная вещь]	738	THING
272	FRINGE	fringe [peripheral part]	Rand [peripherer Teil]	край [внешняя часть объекта НАПР: край крыши]	0	<NA>
273	EDGE	edge [sharp terminating border]	Kante [scharfer Rand]	ребро [пересечение двух граней НАПР:ребро монеты] 	863	EDGE
274	CORNER (OUTSIDE)	corner [external angle]	Ecke [hevorstehend eines Gegenstandes]	угол [выступающий на предмете НАПР:угол стола]	0	<NA>
275	TIP (OF OBJECT)	tip [of a pointy object]	Spitze [eines spitzen Gegenstandes]	кончик [острый конец предмета НАПР:кончик ножа]	0	<NA>
276	END (OF SPACE)	end [of a long object]	Ende [eines langen Gegenstands]	конец [длинного предмета НАПР:верёвки]	742	END_(OF_SPACE)
277	HOLE	hole [in an object]	Loch [in einem Gegenstand]	дыра [отверстие в предмете]	1667	HOLE
278	CORNER	angle [internal EX:of a room]	Winkel [BSP: eines Zimmers]	угол [в углублении НАПР:комнаты]	192	CORNER
279	PATTERN	pattern [regular repeated elements]	Muster [sich wiederholende Struktur]	узор [повторяющийся рисунок]	0	<NA>
280	SIZE (OF OBJECT)	size [dimensions of an object]	Größe [eines Gegenstandes]	размер [величина объекта]	0	<NA>
281	LENGTH	length	Länge	длина	2537	LENGTH
282	HEIGHT	height	Höhe	высота	0	<NA>
283	WEIGHT	weight [mass as measured]	Gewicht [gewogene Masse]	вес [тяжесть]	2466	WEIGHT
284	AMOUNT	amount [measurable quantity of a material]	Menge [messbare Menge eines Materials]	количество [величина объём какого-то материала НАПР:количество воды]	0	<NA>
285	HEAP	heap	Haufen	куча	0	<NA>
286	ROW (OF OBJECTS)	row [line of objects]	Reihe [geradlinig angeordnete Objekte]	ряд [объектов расположенных в линию]	0	<NA>
287	BOAT	boat	Boot	лодка	1844	BOAT
288	PADDLE	oar [rowing implement]	Ruder [Riemen]	весло	234	PADDLE
289	SLEDGE	sleigh	Schlitten [Fahrzeug auf Kufen]	сани [повозка на полозьях]	368	SLEDGE
290	SKI	ski	Ski	лыжа	0	<NA>
291	CAMPFIRE	campfire	Lagerfeuer	костёр	0	<NA>
292	LOAD	load [on a vehicle]	Last [auf Fahrzeug]	тяжесть [груз на повозке]	1679	LOAD
293	WALK (TRIP)	walk [trip made by walking]	Gang [Zurücklegen eines Weges]	ходьба [процесс ходьбы]	0	<NA>
294	STEP	step [single pace]	Schritt [Einzelschritt]	шаг [одно движение ногой при ходьбе	0	<NA>
295	NORTH	north	Norden	север	1598	NORTH
