№ 	English 	PIE	Ainu 	Nivkh 	Yukaghir 	Chukchi  	Koryak  	Aliutor  	Kerek  	Itelmen  	Yupik
1	I 	iku	ku-, kani 	ɲi 	met 	ɣəm 	ɣəmmo 		umŋu[1] 	kəmma 	kuinga, kwiinga
2	you (singular) 	eu.ni	e-, eani 	cʰi 	tet 	ɣət 	ɣəčči 		hennu 	kəzza 	elpet
22	one 	uno	sine 	ɲaqr (generic) 	ma:rq(-uo), ma:rqa(-n) irk(-i), irki:, irkin 	ənnen 	ənnen 			qniŋ 	atauciq
23	two 	tu	tu 	meqr (generic) mor (animals) 	ataqun 	ŋireq 	ŋəččeq 			kasχ 	malluk
24	three 	tre	re 	caqř 	ja:n (adj.) 		ŋəjoq 			tʃoq 	pingayun
25	four 	---	íne 	nəkř 			ŋəjaq 			tʃaq 	staamat
26	five 	quin--	asikne 	tʰokř 			məlləŋen 			kuvumnuk 	talliman
27	big 		poro 	pil-, pila, pilkar 	cam(-uol), cama- c͡çomo, c͡çom(-V), c͡çomm(-V:) 		mejŋ- 			plaχ, esqtʃin
28	long 	dünn	tanne 	kɨl-, kɨlkar̥ 			iwl- 			ivlaχ
29	wide 	scope	sep 	ver- 			paw- 			kotlaχ
30	thick 		ironne 	ŋarla- 						nomqen (a thick human)
31	heavy 	pons	pase 	pjer- 						kɐzlaχ
32	small 	pino	pon 	maʧki-, maʧka-, mɨʧkɨlk (as a child) 	juk(-uol), juku-, ʎuku- 	im- 	ppuʎu- 			uʎuʎaχ
33	short 		takne 	mχaq-, hum 						ikɘmʎaχ
34	narrow 		hutne 	"nok- (""small; narrow"") puski- (""tight"") "						quŋɫaχ
35	thin 		ane 							ktʃonʔaχ, oɫveɫaχ
36	woman 		menoko 	umgu (Amur) řaq, řaŋq (Sakh.) 	"paj apanala: (""old woman"") terikə (""old woman; wife"") "	ŋewəsqet 	ŋavəčŋən 		ŋaw, ŋawħan 	mimsx 	aʁnaq
37	man (adult male) 		okkayo 	utku (Amur) utkun (N Sakh.) azməʨ (E Sakh.) azmʨ (S Sakh.) 	"køj (""young man"") pulut, pulun- (""old man; husband"") "		qlavol 			iχɫχ
38	man (human being) 		aynu kur 	ɲivx 	"kode, gode, gøde, kol(-le), køn(-die) (dim.) (Tu) ʃoromə, ʃoromo (Ko) ci:, ɟi: (Tu: ""people"") "		ʔujemtewilʔən 		ku 	tʃamzaɲɫχ 	angun
39	child (a youth) 	he.chai'	hekaci 	oɣla, oʁla (Amur & N Sakh.) eɣlŋ, eʁlŋ (E Sakh.) eχlŋ (S Sakh.) 	uo, uor ø:, ø:r, ø:rə 		kəmiŋən 			p'etʃ
40	wife 	mate	mat 	"umgu (""woman, wife"") "	terikə 		ŋevətqet 			ŋytʃ
41	husband 	@home	hoku 	"utku (""man, husband"") "	pulut, pulun- 	'uwequc 	qlavol 			qamzan
42	mother 	Anne	hapo, unu 	ɨmɨk 	emej 	əlla, ajella 	əmme, əlləʔ- 		amma 	laχsχ
43	father 	--	mici, aca, ona 	ɨtɨk 	ama: eçe: 	ytlyg- appa 	eɲpič 		appa 	isx
44	animal 		siknup 	ŋa 	"enʝo:ŋ, enʝo:d (literally, ""one that lives"") "	ilvila 			heynik 	kɫale'an
45	fish 	1/pisc	cep 	"ʧʰo ma (""dried fish"") "	anil, ani- 	ynnyt, ənneen 	ənnəʔən 			əɲtʃ
46	bird 		cikap 	"pɨjŋa, pɨjɨŋa (""flying animal"") cevrq (""little songbird"") "	ɲolel, nodo, noda: 		pəčiqa 		halli
47	dog 	cheetah	seta 	"qan ŋajqnonq, ŋajq (""puppy"") nonoq, nonk (""puppy, cub"") "	la:me 	ʔəttʔən 	ʕətʕən 			qosχ
48	louse 	kir	ki, urki, rayoki
49	snake 	--	"tannekamuy (literally, ""long deity"") "	"kɨlɨŋa (""long animal"") tɕavda (""serpent"") umlaŋ (""angry one, malicious one,"" E Sakh.)"
50	worm 	kir	kikir 		keliʝə
51	tree 	mu	ni 	"ʨiɣr, ʨi:r (Amur, also ""forest"" or ""firewood"") ʨiɣř (N Sakh.) jugul jollə (fallen or rotten tree) ʃa:l, ʃa:-, ʃa- (as a material) "		uttəut 			u'52 	forest 	nítay 	pal 	sa:nmonile (Tu) jo:bi: (Ko) 	uttət 	umkən, uttəlwən 			uxt (birch forest), stoval (cedar forest), kskəzzal (alder forest), lylum (mixed forest)
53	stick (of wood) 	stick	nítek 	"tɕoz (""twig"") ʨiɣř "	jaʁiʝə 					u'54 	fruit 	níkaop 	"als (""berry, acorn, mushroom"") tʰoʁs (""pine nut"") kɨp (""bird cherry"") "	"lebejdi: (""berry"")"
55	seed 	sperm@tanne>same	pi, tane 	"xem (""pip, kernel, a grain (of roe)"")"
56	leaf 		ham 	comr 	polʒiçə 	xoxongat 	wətwət 			pəllapəl
57	root 		nísinrit 	vizlɨx 	larqul 	kimgʔaxaj 	kinmakin tatqup 			pŋylpŋyl
58	bark (of tree) 		níkap 	"om hivs (""birch bark"") "	ʃanʁa:r 		ilqəlɣən, ilxelgin 			ilal
59	flower 	lilli	nonno 	eŋvak eɲq, eɲk eŋv comr papak 			wətwət, məčan 		tŋa-čhan 	tʃiɲeketʃχ
60	grass 		kina 	ʧŋər 	uʎegə 	w'aj, wʔaɣləŋən, vaganling 	vəʕaj 			sysal
61	rope 	<<	tus 	heβa kʰjeχ 	"igeje (""cord"") "		ŋilŋən 			fɐsχt
62	skin (of a person) 	carpe	kap, kamka 	hal 	qa:r 					kylvyɫχ
63	meat (as in flesh) 		kam 	ʧus 	c͡çu:l 		kinuŋi, kinuŋvan 			tχaltχal
64	blood 	<<	kem 	ŋar 	leppul, leppu, lepul, lepu 		mulləmul 			mɫim
65	bone 	bone!	pone 	ŋəɲf 	amun 	'ym- 	ʔətʔəm 			ktχɐm
66	fat (noun) 		"kirpu sum (""oil"") "	"ŋoχ tʰom (""oil"") "	ʃo:nbə, ʃoŋdə poŋiçə 		ačʔən 		mtkemet 	xamɫx (of an seal), katʃ'x (of an bear)
67	egg 	un.egg	nok 	"ŋojq, ŋojeq ŋojχxu (""eggs"") hɨɣr (""roe"") "			liwliw, liɣliɣ 			lvilx
68	horn 	khorn	kiraw 	muřki 	"unmu, unmut (""reindeer antler"") "					əntəŋ
69	tail 	der	sar 	ŋɨki 						ŋosx (of an animal, fish), tʃopxtʃ (of an bird)
70	feather (rather not down) 	<<	rap 	"ŋɨrɣɨř tupr (""feather, down"") "		tegel 				tʃeɫxtʃeɫx
71	hair 	toupah	"otop, etop (""hair of the head"") numa (""body hair"") rek (""beard, whiskers"") "	"ŋɨŋk ɨf (""whiskers"") "	majlə 	kyr- 				k'imi'n
72	head 		sapa pake 	coŋř 	jo: (of a human) kø:kə (of an animal) 		lewət 			ktxyŋ (human), tʃaqol (animal, bird), xevlytʃ (fish)
73	ear 		kisar 	nos, noz- (_#V) 	unemə, unumə 		vilu- 			i'l
74	eye 	as.eyik	sik 	ɲaχ 	aŋʝə 		ləla- 			l'ul
75	nose 		etu 	mix, vix, ux 	joʁul 		ʔiŋətʔəm 			qeqeŋ
76	mouth 	le.par	par 	"amx, ɨŋk ɨl (""into one's mouth"") "	aŋa 		jəkiŋən 			qesχ
77	tooth (rather not molar) 		nimak 	ŋɨɣs, ŋɨːs 	saʎʁari: todi: 	rytyn 	wann- 			kəpkəp
78	tongue 		parunpe 	hilx 			jilə- 			ɫtʃel
79	fingernail 		am 	təkɲ 			veɣ- 			k'ufk'uf
80	foot 	--	ure 	ŋaʧx 	nojl, noj- 		ɣətka-
81	leg 	--	kema 	ŋɨʧx, ŋaʧχ 	nojl, noj- 		ɣətka- 			qtχaŋ
82	knee 		kokkasapa 	pix 	poʁo 					sezeŋ
83	hand 	take	tek 	tamk, tɨmk 	nugen 		mənɣ- 			xk'itʃ
84	wing 	take.up / oph	tekkup 		uje 		tiltil 			seseŋ
85	belly 		hon 	qoχ 	"iril, iri-, iɣř- (""stomach"") "					qeɫtq
86	guts 		kankan
87	neck 	neckut 	rekut 	qʰos 	ɲami:(-da) jomul, jomu-, imil, imi- 					xejten
88	back 		setur 	"kɨdr ŋɨski (""spine"") "	joboʁə, jouʁə 					k'avatʃ
89	breast 	tit	"totto (""teat"") penram (""chest"") "	mɨcik, mock, mot 	ibiʃi:
90	heart 	sangue --	sanpe 	ŋif 	ʃubeʝə 		liŋliŋ 			liŋtʃ
91	liver 		kinop 	tʰivs 	kudeʝə 					pontapont
92	to drink 		ku(tr.), iku(intr.) 	ra 	lawi(-te), law(-je) o:ʒə, o:ʒ-, oʒ-, o:ʒa:- 		iwwit͡ɕik 			velkas
93	to eat 		e(tr.), ipe(intr.) 	ɲi (tr.), iɲ (intr.) 	løgi, leg(-uo), lew(-ŋu) leg, leu, lej(-d), lek(-k), lem(-m), leŋ(-ŋ) 		jukkə 		akkuik 	nokas, stʃ'elkas
94	to bite 	kau	kupa 		neri 					pəlkas
95	to suck 	nip	ni 	momo, momu, momɨ 	ib 					əlx'es
96	to spit 	1/spit ®	topse 	hurtvaj 	(mulʎə) peʃʃəj 	ciŋketure 	icciɲcəva, icciŋtəva 			ilfəntus
97	to vomit 	kotzu	atu 	vɨks, hurtvaj
98	to blow (as wind) 	blas	as 	teʁ 	puj 					spəlkas
99	to breathe 	bhese	hése 	tʰa 	ju:çi:, ju:çə 					ftʃetkas
100	to laugh 	--	mina 	haʁa 	nø: qaʝilb 		at͡ɕat͡ɕɣatək 			ɫŋezekas
101	to see 	nadzar	nukar(tr.), inkar(intr.) 	"ɲřə, idə (j)ama, (j)ajma (""look, watch"") "	"ʎuo, juo, juø, jø: icuo (""watch, notice"") "		ləʔuk 			əɫtʃkos
102	to hear 		nu 	mɨ, mi 	mor(-mori) mød 		valomək
103	to know (a fact) 		eraman(single), eramuoka(plural) 	"jiim, jim, jəjm (""know how to v."") hajm "	"lej mød (""feel, understand"") "				lii leŋki 	xiq eɫes
104	to think 		ramu(tr.), yaynu(intr.) 	eːz, ez kʰɨmla 	"lej ønmə-gə ej (""to get in one's mind"" > ""to remember, to recall, to think of"") "		ivək, t͡ɕet͡ɕkejuŋək 			k'enezekas
105	to smell (sense odor) 		húrarapkar 	nuɣju 	"peʝel, peʝe (""stench"") "	tykek 				nesk'e'ɫkas
106	to fear 		sitoma 	hlud 	"iŋ iŋlə, iŋli:, iŋl- (""afraid, frightened"") "		jimɣəmɣetək 			xtekas
107	to sleep 		mokor 	qʰo- 	"joŋʒə, joŋʒa:-, joŋʒ(-V), iŋʒ(-V), uŋʒ(-V) (also means ""forget"") mal (""to fall asleep, to get to sleep"") "	jylqyjyl 	jəlqetək 		yake, čhiya 	ŋekɫkas
108	to live 		siknu 	"hum- (""to be in a certain place, to dwell, to reside"") mořqa-, morqa- (""to be alive"") "	"en, eʝ(-V), eʎ(-ʎ) modo (""to occupy, inhabit, to dwell, to reside"") "		junetək 			soɲɫkas
109	to die 	@sun	ray 	mu 	jabe am 		viʔək 			ezakas
110	to kill 		rayke(single), ronnu(plural) 	kʰu (def. obj.) iɣ (indef. obj.) 	buɲi(-l), puɲ, pun(-nun) kude, kud- 	təmək 	təmək 		uiyŋa iččik 	ɫmekas
111	to fight 		tumikor 	əɣmə, u:mu 	kimʝ(-V), kimʝə, kimʝe:, kimʝi: 		taɲŋəčetək 			ɫetekas
112	to hunt (transitive) 		ramante 	ŋɨŋ 	"qaŋi: (""to chase"") "		taɣəjɲiŋək 			promosɫaɫkas, neskas
113	to hit 		kik 		"paj ʃapa, ʃaba (""to strike (a log) with an ax"") "		evəklək 			ozeles
114	to cut 		tuye(single), tuypa(plural) 	"haq (""to cut [fish]"") řa-, -tʰa- (""to chop [firewood, etc.]"") "	"c͡çoʁ, c͡çou, c͡çaʁ(-a:), c͡çoq(-k), c͡çoŋ(-ŋ) c͡çoln c͡ça:qi: (""to shave off slices of frozen fish"") c͡çine (""to chop"") "		čəvik 			əmpχes
115	to split 		perpa 							əmpχes
116	to stab (or stick) 		otke 	"řɨ-, -tʰɨ- (""to stick something through something"") "	kigie
117	to scratch (an itch) 	~	kerkeri 		aje: 					k'ules
118	to dig 		ouri(single), ourpa(plural) 				quqluk 			satokas, satos
119	to swim 		ma 	řɨm 	jara: 		alʔiqatək
120	to fly 		hopuni(single), hopunpa(plural) 	pɨj 	mere, mer(-V) 	riŋek 	jiŋek 		iŋak 	seŋkas
121	to walk 	--	apkas 	nɨŋ amam 	eg, ej(-rə) 		təlek 			ɫalekas, eɫkas
122	to come 		ek(single), arki(plural) 	pʰrɨ, prɨ pʰrɨivu, prɨivu 	kel, ke:(-j), keʎ(-ʎ) 		jetək, pəkijək 		yat 	k'oɫkas
123	to lie (as on one's side) 		hotke 	poz-, por-, pʰor- 	"abud (""lie down; sleep with (a person)"") qud(-uol) qodoo, qodo, qod(-V), qot(-t) (""lie in a certain place"" (less active, more stative than abud) "					sŏlkas
124	to sit 		a(single), rok(plural) 	hurtiv, hurtɨv 	saʁan, saʁane(-l) modo, mod(-V), moda:-, mad(-a:), mot(-t) 					ɫakas
125	to stand 		as(single), roski(plural) 	"oz (""stand up, rise"") kɨpr, kɨpř (""be standing"") "	ege, eg(-e:/-ej), oʁ(-o:) 					tχzokas
126	to turn (change direction) 		sikari 	pʰirk 	"ɲuo (""to be twisted""), ɲuore (""to spin (fibers)"") jodo, jod(-V), joddə, jot(-t) (""to twist"") jømgə, jømg(-i:) (""to go around (a tent, etc.)"")"
127	to fall (as in drop) 		hácir 	"tɨmz- ([v.i.] ""drop"") kut- pol- (""someone falls"") kɨ- (""to fall (as precipitation)"") "	"ɲoʁo je:, ej- (""to fall (as snow), to come to a rest (as a projectile)"") "					tsɐlkas
128	to give 		kore 	iːmɨ-, imɨ-, imɣ-, im- -xim-, -kʰim- 	ki:(-l) kej tadi:, tad- 					zylles
129	to hold (in one's hand) 		ani(single), anpa(plural) 	vo, ev 	moj, mo(-j) 	inenretyk 				ənlos
130	to squeeze 		nunpa 							t'k'nekas
131	to rub 		siru 		"c͡çaʁ (""touch with a hand"")"
132	to wash 		huraye(single), huraypa(plural) 	tʃXojtʃu 						ləməs
133	to wipe 		piru(single), pirpa(plural) 	xedr, hedr ɲev 						ɫxas
134	to pull 		etaye(single), etaypa(plural) 	irlɨ, ilɨ 	"ju:tə (""to pull in; to inhale"") abudu (""to pull out or through"") "					txoŋes
135	to push 		oputuye(single), oputuypa(plural) 	erq van 						tneɫes
136	to throw 		eyapkir(tr.), yapkir(intr.) 	"vɨks, vɨkz, pɨjz, pɨz, paz fɨɲ-, -pʰɨɲ- (""to throw something in/at someone/something"") "	su:sej pejʒi: peʃʃəj, peʃʃə- 					tketes
137	to tie 	sinew	sina 	"jup rov-, -tov-, -dov- (""to tie something to something"") ifk- (""to tie something, to harness something"") "	uldə, uld-, ultə, ult-, ulte:- 					pəzes, omtes
138	to sew 		ninninu 	"pʰot, joʧ- (""to sew something"") jaɣ-, -aɣ- (""to sew something on something"") "	ik, i:(-d) iŋʝə, iŋʝi: 	tyni-, waŋek 				tʃe'nŋetes
139	to count 		piski 	"uru- (""to count; to read"") "	c͡çuŋ 					ɫnes
140	to say 		ye(tr.), itak(intr.) 	"it- xez-, -kʰez- (""to tell someone something"") "	mon nie(ʝi) pundu 	iwyk 				χenekas
141	to sing 		sinotcaki 	lu 	jaqtə, jaqt(-V), jaqta:- 					tʃaqa'ɫkas
142	to play 		sinot 	ler- 	juore jo:də, jo:d(-V), jo:da:- 				uiyna 	ma'ɫkas
143	to float 		pékanke 	lerk- 	je:, e- 					pvatkas
144	to flow 		mom 	"vi- (""to go"") "	"ojʎ, oj- (""stream"") "					xskas
145	to freeze 		rupus 	kɨŋ (as fish) hoʁo, hoʁ 		qiwjek 				qetekas
146	to swell 	pustel	putke 	tʰɨ 	puke:
147	sun 		cup, tókap cup 	kʰeŋ 	jeʎo:ʝə 				pellan 	latʃ 	macaq
148	moon 		cup, kunne cup 	loŋ 	kinʝə 					mesits 	iraluq
149	star 		nociw 	uɲɣɨř, uɲɣř 						ŋezzetʃχ, eŋezetʃχ
150	water 	waccar!	wakka 	cʰaχ 	o:ʒi: 	miməl 	miməl 			i' 	emeq
151	rain 		apto 	lɨx 	tibo, tib(-V) 	roitti, roiti 	"muqemuq (""rain"") muqet- (""to rain"") "			tʃuftʃuf
152	river 		"pet (""large river"") nay (""small river, stream, brook"") "	eri 	unuŋ, un- 	vejem, weem 	wejem 			kiv
153	lake 	thoe	to 	tu 	jalʁil, jalʁi- 					kəɫf
154	sea (as in ocean) 		atuy 	"keřqŋ, kerq, kʰeřq, kerͪq (""seaside, beach, by the sea"") tol (""sea(water), ocean"") "	cawul 				aŋkala 	qyχ
155	salt 	?	sippo 	taftʃ 		tʔejutəej 	čol (< Russian?) jamjam 			soʎ
156	stone 	!	suma 	"paχ tɕeɣraf (""rock"") "	"qajl ʃøjl, ʃejl, ʃej- (""small stone"") pe: (""large stone; hill, mountain"") "	wykwylgyn 			ukkuŋa 	vapk'ol, vatʃ
157	sand 		ota 	maχ 			cəɣej 	səɣajjə, səɣaj, sɣaj 	siɣaj 	tosx
158	dust 		pana 							piŋesχq
159	earth (as in soil) 	tu,ton!	toytoy 	mif 	luku(-n) lebe:, lebie 	nute- 				ktxym
160	cloud 	nebel	niskur 							jajaŋ, ŋyzzal
161	fog 		úrar 	tʃʰɨlɨ
162	sky 	^^	nisor 	"lɨx (""the look of the sky, weather"") "	kuʒu: 					qysχtʃaχ
163	wind (as in breeze) 	roar < qura	réra 	la 	ilejə 					spəl
164	snow 		upas 	ŋaqř 	"pukeʎə aŋʁəjə (""snowstorm"") "					qəllal
165	ice 		konru 	lur 	jarqə, jarq(-V) 					ketvol
166	smoke 		supuya 	tʰuf 	"ju:l, ju:- (also ""breath; a rest"") "	nilnin 	ipiʔip 			t'it'im, ŋatʃəs
167	fire 	a'peir	ape 	tʰuɣř, tʰuɣr, tʰuːř, tʰuř 	"loçil, losil (also means ""firewood"") "	"milɣəmil (""a match"") "	milɣən milɣəmil 			ximɫx
168	ash 	--	úna 							tʃinzusx
169	to burn (intransitive) 		uhuy 	u 	pe:də, pe:d, ped 					lokas
170	road 	rue (loan)	ru 	"tif, dif, tʃif klɨ (""street"") "	c͡çugø 					ktχɐs
171	mountain 	kirma	nupuri, kim 	"pal tir, tʃʰir (""bare peak"") "	"pe: (""mountain, hill; large stone"") "	ŋej- 			ŋay 	ŋejŋe
172	red 	hongre	húre 	"paʁ- (""to be red""), paʁla, paːlɨ helu "	kejlə, kejl(-V) 					tʃ'atʃ'alaχ
173	green 		siwnin 	tʃŋɨr vala qala 						fɫlaχ
174	yellow 		siwnin 	evřq vala 	"ʃaqalə (also means ""fox"") "					ʒoltoj
175	white 	--	retar 	qonu qalʁalɨ ʧʰaŋ- (as a pelt) 	pojnə, pojɲa:-, poɲ(-qə) 					atxlaχ
176	black 		kunne 	vɨlvɨlɨ, vɨlvɨl piu- (as hair or skin) 	embə 					ktvelaχ
177	night 	𓎡𓎡𓇰	kunne 	"paf, parf (""evening"") uːrk, ɨrk "	"ciŋice emil, emi- (""night"") em (""to be/get dark"") emiçə (""darkness; dark spots (on the Moon)"") amməl (""to spend a night, to stay overnight"") joulə (""evening"") "					kɫfiŋle
178	day (daytime) 	toy	to 	muɣf, muːf, muf 	cajle poʝorqə, poʝerqə 					qɫχɐl
179	year 		pa 	aɲ 	ɲəmolʁil, ɲəmolʁiʎ(-J), ɲəmolʁi(-n) 					god
180	warm (as in weather) 		"(sir-)popke (""to be warm"") (sir-)sesek (""to be hot"") "	qʰav tak 	puge, pug- 	nətɣəlqin, nitilxin 	tigeljet-, *təɣəlʲʕet- 			omlaχ
181	cold (as in weather) 	mean;)	méan 	tuz tiv-, tivla, tivlɨ (as wind or tea) 	c͡çel, c͡çe:(-j) 	qiwjen 				lqlaχ
182	full 	--	sik 	"saru-, -ʧʰaru- (""to fill something with something"") "						ktχnu'in
183	new 		asir 	tʃuz 	iʎʎə, ilʎel 					novoj
184	old 		husko 	mrolv (as footwear) hɨjm (as a person) 	lige (as a person) 					staroj
185	good 		pirka 	"ur-, urla, urlɨ nama- (""to be appropriate, to fit someone; to be good (as one's life, business, etc.)""), namɨ, ŋama "	amu(-ce), am(-uo), ama(-qa:) omo:, omo(-j) 	nəmelqin 	nəmelqin 			bravoj, mellaχ, teŋlaχ
186	bad 	bane	wen 	ɨki ɨkis ɨkila 	er, eru: 	"ʔetkiŋ, ʔerkiŋ (""bad"") axali (""malicious, evil"") "	ʕatkeŋ 			χeqelaχ, etʃk'elaχ
187	rotten (as, a log) 		munin 		pollə, poll-(V) 					ksuqknen
188	dirty 		icakkere 	ŋalʁo 						əlk'sylaχ
189	straight 		owpeka 	mɨkr 						vetvalaχ
190	round 	circari	sikari 	pulbuluk 	"qadmudul (""a ring"") "					krugloj
191	sharp (as a knife) 		een 	tʰuɲ 						vostroj
192	dull (as a knife) 		enukar 	mɨj 						isxemtlaχ
193	smooth 		rárak 	laqlaq 	"polʒiçə (""a leaf; a slippery surface"") "					iɫχlaχ
194	wet 		teyne 	tʃʰaftʃʰava, tʃʰeftʃʰeva, čefčevɨ 	"oŋunbe (""to get soaked, to get wet"") oŋ, oʁ(-V) "					tʃqlaχ
195	dry (adjective) 	<<	sat 	"tʃʰe, tʃe tʃʰevu, tʃetʃfur kʰau (""to dry out [as the ground]"") "	"teʎie (""to get dry"") silʁaʎa: (""to dry out"") ke:ʎə "					k'izvilaχ
196	right (correct) 		owpeka 	"mɨks (""honest, truthful, right"") aχt (""reliable"")"
197	near 		hanke 	"ma- (""to be near, to be a short way""), mala- laʁa, laʁas "	"me:kə, me:klə-, melʁəl, migi arqaa (""vicinity"") "	cymce 				tmal'an
198	far 	durma--	tuyma 	tʰɨ-, tʰɨlf, tʰɨlv 	ju:kə 	jaal 				metʃ'a'an
199	right (side) 		símoysam 							xtoŋan
200	left (side) 		harkisam 							sitʃ'eŋ'an
201	at 	at	ta 							olla
202	in 	at	ta 	"mi (""inside"")"
203	with (accompanying) 		tura 	-kʰrɨ, -xrɨ
204	and 	we!	wa 							i
205	if 	𓇋𓂋 --	yakun
206	because 	cause	kusu 							xejneɫ
207	name 	ren 𓂋𓈖 	re 	qʰa 	ɲu: 					χelaŋ
208	house 	casa ++	cise 	tɨf (Amur), taf (Sakh.) 	nime, nimie-ɲ, numø, nume 	jaraŋə aɣra 			yaa, yaaŋa 	kist
209	wall 	case turm?	cisetumam 	ŋaɣs, ŋa:s
210	deer 		yuk 	"ʧʰolŋaj (""stag"") tʰoχ (""elk"") "	"talaw (Tu: ""wild deer""), tolou (Ko: ""wild reindeer"") ile (Tu: ""domestic deer or horse"") a:çə, a:ça:- (Ko: ""domestic reindeer or horse"") "				kuya, kuy 	"qos (""domestic deer"")"
211	mouse 	er.mus	ermu 	"ɲaɣr, ɲaɣř (""rat"") "	ʃøjʎbul jukuɲme:jə 	pipiqəlɣən 	pipiqəlʲŋən 			ʎeɫk'otʃ
212	rabbit 		isepo 	"osq hɨjk (""hare"") "	c͡çolʁərə, c͡çolʁəra:- 	milute 	milut
213	eagle 		sícikap 		qanil, qani- 					sletʃ
214	spider 		yáoskep 							sik'k'aj
215	face 	--	nan 		ɲa:çə, ɲa:ça:- 					fevaŋ
216	body 		netopa 		kedel (Tu) ʃure (Ko)
217	navel 		hanku
218	finger 		askepet 		pe:diçə 	rylg-
219	sick (painful) 		arka 	"qo (""to hurt; to be ill"") "	"juoɟen(-ɟe) (""sick"") jo:ʎə, jo:ʎ(-V) (""ill"") joʁ, jo:(-ç) (""hurt"")"
220	needle 		ay 	nux 	mideʝə
221	clothing 		amip 		ɲe:r, ɲe:(-n) 	ewir'yn
222	thunder 		kamuyhum
223	lightning 		imeru
224	above 		ka
225	below 		corpok
226	to cough 		omke
227	to buy 		hok 	ke- 		tkur-
228	to choose 		numke
229	to grow 		tuk, sukup 			tyŋ-ek 			tŋak
230	to open 		maka 	əlx
231	to steal 		eikka(tr.) ikka(intr.)
232	to dream 		wentarap
233	to cry 	~	cis 	"to (""to weep"") qaɣjo (""to cry [e.g. as a child]"")"
234	to yawn 		mawsok
235	to cook 	ciok	ci
236	six 		íwan 	ŋax
237	seven 	servan	arwan 	ŋamg
238	eight 		tupesan 	minr
239	nine 		sinepesan 	ɲəɲbin, ɲəɲben
240	ten 	twan	wan 	mχoqr (generic)
241	spring 		paykar
242	summer 		sak 	tʰolf
243	fall 		cuk
244	winter 		mata
245	depart
246	which
247	how many
248	wolf
249	money
250	take 			"vo ŋa (""to pick [berries]"")"
251	run
