 № 	English 	Best	PIE	Otomian 	Trique 	Mixtec 	Zapotec 	Mazahua 	Totonac 	Popoluca 	Huave 	Chontal
		MUCH	VARIATION!									
16 	not 	nin 	non¬ un¬ in¬	hin- 	ne, sè 		tu, koto, ko ansu 	nin 					ngo 	ahí
17 	all 		tout, galth	ta̲t’i, ga̲tho 	cunù' 		ndi'i 	gui1du2bi1, gui1rá’2 	yogo, dote, bala 				miaw 	ajaf'ga, dalay, jaway
18 	many 			ndunthe, nts'e̲di 	me dòj 		kua'a, kini 	sta1le2 	zan 		snún, loko 	mayo’y 	xuwe 	agwegah, axpéh, mufca
19 	some 			'naxtui 	dòj 		sava, uu 							algo (Spanish)
20 	few 			tx'u̲tho 	dòj 		lo'o, xaku, tɨ'lɨ 	caad1xi2, hua1xié’3 	lhate 		agsú, tantsú 		tyukay 	awatáh, duninih
21 	other 		many ɨnka Inka=Lord	ma ‘na 	yo'ó 	*tuku 	ɨnka 	sti3, sto3bi1 			tunu 			ogwena
22 	one 			n'aha 	'ò, yo'ò 		ɨɨn 	tobi 	to 	d'aja 	túm 	tu'c 	anop 	anuli
23 	two 		ᵗvi	yoho 	vìj 	*uwi 	uvi 	chu1pa2 	chope 	yeje 	tuy 	meche 	ajpaw 	oguéh
24 	three 	jñiji 	šnee ≈ three ;)	hñu 	va'nùj 	*one 	uni 	chon1na2 	shone 	jñiji 	tutu 	túgup 	arujpaw 	afanéh
25 	four 	*kɨwìʔ 	qwa™	goho 	ca'ànj 	*kɨwìʔ 	kuun 	tapa 	tape 	nziyo 	tati 	máctaxp 	apokiuf 	amalbu
26 	five 	ku̲t’a, u'ùn' 	kunta quinta	ku̲t’a 	'ùn', u'ùn' 	*oʔò 	u'un 	gaayu' 	gayo' 	tsicha 	kitsis 	mogoxp 	akokiaf 	amagueh
27 	big 	dätä 	da	dätä 		*kaʔnu 	ka'un, chee 	ngo2la1, xirooba' 	daxhen, cha’o 	nojo 	langa 	mïj 	-dam 	ujxi, agwegah (an)
28 	long 		mega	maki 	xcààn 		kani 	na1yu’3la’1, naziuula' 	tona 		slmán, laslmán 			idogui
29 	wide 			nxidi, xogi 	cachrà' 		xicha 	nabata, na1la2ga1 			pulanga, tilanga 		tarrap 	expats'gui, ewofma, luxpayyah
30 	thick 			mpidi, ndä 	ca'nù', mànj 		kukun 	na1na1na2 	yize, chej 		kelanga (person) 		tsapaj 	ibinggui
31 	heavy 			hñu̲ 	'èè 	*weyi 	vee 		zi' 		trinka 			agundah
32 	small 			tx'u̲lo 	cunii 		lulu, lo'o 	na1biu2xe2, nahuiini' 	dao, rhinco 		lagtsu 		namix 	ahuinuh
33 	short 			tx'u̲ki, nkohi 	chrè' 		lɨkɨ 	nachucu 						agahua, ahua
34 	narrow 			nts'it'i, nts'i'mi 	catùùn, chrùj 		tuu 	na1bé’2 				atúguic 		adansca, łijca
35 	thin 			nts'u̲t'i 	catùn' (flat obj.) 		kuɨñɨ, xii, leke 	na1la1se’2 	lhase 		ketsú 	péjay 		axalóf, ałá
36 	woman 			'be̲hñä 	chanà 	*yáʔą́ʔ 	ña, ña ɨ'ɨ 	gunaa 	nhol'le 	nzhixu 	puxkat 	to’xay 	najta 	łagahno
37 	man (adult male) 			'ño̲ho̲ 	chii, no'o, snó'o 	*teye 	taa 	nguiiu, ngola (male) 	beyo 		chiskú 	qui’chay 	naxuy 	galxáns
38 	man (human being) 			jä'i 	yuviì 	*yè yɨwɨʔ 	ɨvɨ 	bin1ni2, guidxi 	bene 			jayau 	ñipinaj 	galxans
39 	child (a youth) 			bätsi 	cunii, ne'ej (small) 		lulu, lili 	ba'du', xiiñi' 	bi'- 	t'ii 	skata 	-chwáy 	ñunch, kwal 	łahuac'wa, lapimi (baby)
40 	wife 			'be̲hñä 	nicà 		(ña)sɨ'ɨ 				puskát 			łabeno
41 	husband 			ndo̲ 	nicà 	*yɨɨʔ 	ii 		bene xhi’o 		takoló 		no 	łaguweh
42 	mother 			nänä 	nii 		nana 	jñaa2 	xnha’ 		tsi 	mam 	mam 	łamamah
43 	father 			tada 	rej 		tata 	bixhoze 	xa 	taa 	tikú, tlat 	tet 	tyety 	łahal-lih
44 	animal 			zu'we 	xcuu 	*kɨtɨʔ 	kɨtɨ 	ma1ni’3 	be 	nzhodú 	kitsistanka 	animat (Spanish) 		łinneja
45 	fish 			hwä 	xcuaj 		chaka 	benda 	bela' 	jmoo 	skiti 	acx 	katy, -ndok (verb) 	ładu
46 	bird 	*tɨ laa 	𓅂 tyw	ts'ints'u̲ 	xtaj 	*tɨ laa 	saa 	ma1ni3 huiini’1 	bechhoj 	súú 	spún 	jojn 	kuk 	łaga, kaguo
47 	dog 		犬犬	tsat'yo, txu̲ku̲ 	chuvee 		ina 	bi'cu' 	beco' 	dyoo 	chicha 	tac 	kius 	galtsiqui
48 	louse 	chuku 		t'o 	xij 		chuku 		bese 	too 	skata 			łayxtał
49 	snake 	koo 	Kah	pa̲ 	xcuáá 	*kooʔ 	koo 	beenda' 	bel 		luwa 	tsánay 		łaynofał
50 	worm 		Made	zu'we, matse̲ 	xlúú 		tɨkashin, tɨndaku 	bi1cu1ti’3 	beldao 		luwa 			łabimi
51 	tree 	chruun 		zaa 	chruun 	*yutùʔ 	yutun, yujnu 	yaga 	ya'g 	zanu 	kiwi 	cujy 	xiol 	alhec, loli
52 	forest 			mbozaa 			nuyuxia 		ya'gdao 	t'eje 				galhec'
53 	stick (of wood) 			'ma̲i (post) 			yutun, vitun 	yaga 	xhis 		kiwi 	tsïgïc 		alhec
54 	fruit 	chruj 	𒄒	ixi 	chruj 		vixi, nde'e 	xuananaxhi 	dazixe' 		xatawakatkiwi 	tüjm 	kaung 	łihas q'uec
55 	seed 	binhe	𓃀 𓈖 𓇋 𓇜 𓏛	nda̲ 	'núú 		ndɨkɨn 	biidxi' 	binhe, xhi’in 		lichanat 		sajp 	galfanúh, łemets
56 	leaf 			xi, thot'i 	coj, ra'a coj 		nda'a yuku 	yaza, bandaga 	laga 			camdïjc (fallen) 	up 	libela
57 	root 			'yu̲ 	yáá 		yo'o 	xcu 	lhoe 		tankaxák 	tícchic 		lime
58 	bark (of tree) 			'ma̲ts'i 	quíí 			riga 					-pang, orr (shell) 	lixmi q'uec
59 	flower 	yaj 	野	do̲ni 	yaj 		ita 	guie' 	yej 		xánat 	píjic 		libah
60 	grass 	coj 		pasto (Spanish) 	coj 		iva 	guixi beu’2/ga’3 	yixe' 				sox 	lixcua q'uec
61 	rope 	doo 	Tau	nthähi 	ya'aa 		yo'o 	doo 	do 		tasiwi 			almefla, lene
62 	skin (of a person) 	nuj 	neì 内	xifni 	nuj 		ñɨɨ 	guidi 	wid 		xuwa 	ac 	tajk 	labixmi
63 	meat (as in flesh) 	neè 	neì 内	ngo̲ 	neè 	*koyò 	neè 	bee1la2 	belha' 		liwa 		uñijk 	lixíc'
64 	blood 	ton 	dān 丹	ji 	ton 	*nɨyɨ`ʔ 	nɨñɨ 	rini 	chhenhe 		kagslni 	nípin 		łajuáts'
65 	bone 			ndo'yo 	cúú 		yɨkɨ 	dxita 	xhita 		lukut 			legał
66 	fat (noun) 		𒉌 ZAL, NI	hnoho, nziki 	ramii, casté (oil) 	*seʔè 	xa'an 	za 	za 				-xap (fatten) 	fungi
67 	egg 			mädo, t’axi 	chruj 	*ndɨwɨʔ 	ndɨvɨ 	dxita 	zit 		kaslwát 	coy 	um 	łabihe
68 	horn 			ndäni 	cúú raà 	*ndɨkɨʔ 	ndɨkɨ 	ca2chu1 			akalókot 	waj 		legał
69 	tail 	su'ma, ndo'ma 	𓋴 𓂧 𓄢 𓄜 𓄛	ts'u̲ 	tucuáán 	*luʔwèʔ 	su'ma, ndo'ma 			pjixi 	taján 	tu’jts 		labo
70 	feather (rather not down) 	*towì 	down;)	xi'ni 		*towì 	tuu 	duubi' 					puik 	labimi
71 	hair 	cutziin 	cutsin 𓍲 𓈖 𓏮 𓁸 𓏥	xtä 	cutziin 		ixi, idi 	guicha 	dobe 	ñii 	chíxit 	cuajy 	undiats 	łajuac
72 	head 	raà 	𒊕 RIŠ	ñäxu̲mu 	raà 		yichj 	ique 		ndoñi 	xakxaka, akxaka 	cópac 	-mal 	łajuac
73 	ear 			zagu 	xréé 	*loʔo 	so'o 	diaga 	nhag 	xúrgo 	taken 	tátsïc 	-lajk 	laxhmas
74 	eye 	bezalú 	balls	da̲ 	rlij rihaan, rnee rihaan 		rlij 	bezalú 	yełao 	choo 	lakastapu 	wijn 	-ñujk 	lahu
75 	nose 	xinha' 	𓋴 𓌢 𓈖 𓂉 snout	xiñu 	tacúún 	*sitìʔ 	xɨtin 	xii 	xinha' 	xiño 	kinkán 	jïjp 	-xing 	łahnał
76 	mouth 	ruaa 	𓂋	ne 	tu'va 	*yuʔuʔ 	yu'u 	ruaa 	chho'a 	nee 	kislni 	ajw 	-mbe 	lago
77 	tooth (rather not molar) 	cúú yan' 	Zahn	ts'i 	cúú yan' 	*noʔo 	un'un 	laya 	lay 	sib'i 	tatsán 	tïjts 	-laik 	lahay
78 	tongue 		…	jähne 	daa, yaa, laa 		yaa 	diidxa', lud1xi2 	lochhe' 	b'onkjua (cow) 	simakat 	ajw 	-ñiw 	łabał
79 	fingernail 			xa̲ 	cúú sten, cúú ston 		tiñu 	bi1xu1ga2 	xogo' 	xojo 	siján 	xojc 		łahnałuc
80 	foot 	batañee 	boot, poden	wa 	tacóó 		xa'a, sɨ'ɨn 	batañee 	ni'a 	nguaa 	tujún 	ta’n 	-lyej 	lahmis
81 	leg 	batañee 		xinthe 	tacóó 		san'da 	bid1xi3ñee1, batañee 	ni'a 	chjange 	tuntún 			lahmis
82 	knee 		<> ni'a 	ñähmu 	raà rùj 		yɨkɨ xɨtɨ 	xibi 	xhib 	ñijmo 	tsokosni 		kos 	łengone
83 	hand 	'ye̲, nha 	yad	'ye̲ 	ra'a 		nda'a 	ba1ta1ná’2 	nha 	dyee 	makán 	cu’ 	wix 	lamane
84 	wing 		…	jwa 	xcóó 	*ndixì 	ndɨxin 	xhiaa 		juaa 	pakán 	quegan 	ulaim 	laxáł
85 	belly 			xefo 	rque, scoj 		chii 	ndaani' 	yej le'e 	pjeme 	pan 	tínchay 	-taing 	laguhu
86 	guts 			xafo 	xri' 	*xɨtɨ 	xitɨ 	doo xqui' 	xjalo 				-miajts 	lugwiyale
87 	neck 			'yu̲ga̲ 	chihá 	*sukùʔ 	sukun 	yanni 	yen 	jiúkjú 	pixni 		-ñok 	łajoc'
88 	back 			xu̲tha 	xráá 		sata, sɨkɨ 	deche 	coze' 	xútjú 	agslchán 			laxpulah
89 	breast 			'ba, tiñä (chest) 	tzii 		xika 	xidxi 	lacho' 	tijmi 	tsíkit, kuxmún (chest) 		jiu 	łonxajmah
90 	heart 		/	mu̲i 	rá, nimán 		nɨma, añu 	ladxidó' 	lazdao' 	múbú 	nakú 	calitsíc 		łonxajmah
91 	liver 			ya 	rayaj 		staxa'a 	la'dxi' 	winhe, xcheta 	kjúrga 	slwakaka 		ik 	łada
92 	to drink 		zieh, boit	tsithe, 'bet'i 	'o 		ko'o 	re', ru1cuii1dxi2 		ziji 	kotnún 	tïnucp 	-ngañu 	dixnahma
93 	to eat 		…	tsi, ñuni 	chá 	*xexiʔ 	kaki 	ro 	gwago 	ñona 	kuá 		-ty 	didehma
94 	to bite 		@Zahn	tsa 	chihan' 		tɨɨn 	ro yaa, ruquiichi' 		zakú 	skanán 		-tsamb 	digahma
95 	to suck 			juts’i 	utaan 		tɨ'vɨ 	radxi, rin1dii2 				tïnco’yp 		ditsihma
96 	to spit 			tsogi 	araa talúj, rii talúj 		ti'vi 	ruchá xhin1ni2 			isputnán 			ditsuł'ihma
97 	to vomit 			e̲i, 'yaha 	uchráán 		nduña 	r(us)idxi'ba' 	weyeb 		patlanán 	ï’tsp 	tiorr 	dinajhma
98 	to blow (as wind) 			jwixt'i 	a'yánj 		kaxa, tɨvɨ 	ruchá bi, run1du1bi2 		búú 				difushma
99 	to breathe 			nju̲xu̲hñä 			sita ... tachi 	ricaa1 bi3 						dunxahma
100 	to laugh 			thede, theni 	a'nga' 		kuaku 	ru1xid1xi2 	wexhize’ 				-kwik 	dixohma
101 	to see 		eyen	nu 	ne'en, ni'yàj 	*ndeʔya 	kuni, koto 	ru1si1ná2, ruuya' 	welhe’e 	nuu 	ikxilá 	tïne’p 	-ñi 	diximhma
102 	to hear 			o̲de 	uno 		kuni so'o 	runa diaga 	chhen 			tïmárap 	-nge 	digyejhma
103 	to know (a fact) 			ät’i 	chá 		kuni 	nan2na1 			katso 	tïnixtacp (people) 	jaw 	diximhma
104 	to think 			mbeni, 'yomfeni 	avii raà 		ndo'o ... ini 	riní ique 			lagpuwan 		-tiots 	digwahma
105 	to smell (sense odor) 	ˢyu̲ni 	𓋴 𓈖 𓂉 𓀁	yu̲ni 	uchrunj 	*siko 	ta'mi, kuxa'an 	rindá', riguba xii 			mukus 			dujueda
106 	fear 			ntsu, xikwa 	chu'vi' 	*yuʔwi 	yu'u 	ridxibi 	chhechenhi’i 			tïnïxp xogotni’c (verb) 	-mbol 	łaxpayguih
107 	to sleep 		…	ähä 	otoj 		kusun 	rasi, rusisiaasi' 	wetas 		asltatá 		-me 	dixmayhma
108 	to live 			‘bui 	ne, yáán 		koo, chakoo 	ri1be1za2 				tsïnap 		dibajmhma
109 	to die 	tu 	tuer	tu 	avi' 		kuvi 	rati 	wate, chat 		ní 		-ndyu 	dimahna
110 	to kill 			ho 	ticavi' 		ka'ni 	ruu1ti2 	wet, chhot 		magní 		-mbi 	dimáhahma
111 	to fight 			ntuhni, ntsa̲ 	anó tuvi', unu' 		kanaa, kinyɨɨ 	ri1din1de2 			taratlawá 			
112 	to hunt (transitive) 	k'ani 	犬	pe̲, k'ahni 	noco' 		k'ani 	rie guuze' 	xhejsa (noun) 		talatnán 	tínquep 		dihnołhma
113 	to hit 			fant’i, umbi 			chi'i 	ri1ga1pa2, ri1gui1ñe2 	we' 					dibahma
114 	to cut 	ka'ncha, kaxa 		he̲ki 	a'ne' 		ka'ncha, kaxa 	ruchuugu', rugá 				tïnpuxtucp 	ndojky-; ajch (chop) 	dihwitsoda
115 	to split 	t'avi 	twi2	he̲ni 			t'avi 	richeza, ri1gui1che2 					mbajk-; chiot (break) 	debíhihma
116 	to stab (or stick) 			sut'i 			kani 					tïnmï’cxp 	-tsoly 	denahma
117 	to scratch (an itch) 			xe̲t'i, xaki 	utuù 		koyo 	ri1guu1ñe2, ruuza1 xhuga2 			taxtí 		koch 	debułhma, degofijmhma
118 	to dig 			he̲t'i 	váán 		kata 						-ojty 	dibuhma
119 	to swim 	'ña̲the 	nath	'ña̲the 	o' ... xtáj 		sucha 	rixuuba' 			ixkiwatnán 	tïyump 		digafgayhma
120 	to fly 		…--	nsa̲ni 			ndachi 		wezo 	zinzapjú 		tïquecp 	-laly 	diyuhma
121 	to walk 		go	‘yowa 	chéé 		kaka 	rizá 		nzhodú 		tïyo’yp 	-jay 	dihuahma
122 	to come 		…	ehe 	'na' 		kixi 	ree1da2 	chhida 		min 	tïmimp 	-pe, -liok 	digwaynawo
123 	to lie (as on one's side) 			‘be̲ni 			nukava 	ra'ta', rixá 			tamá 	tïncumdacp 	piaj 	dunawayhma
124 	to sit 			hudi 			nukoo 	ribí 			tawilá 	tïntsïndacp 	tsot- 	digutswayhma
125 	to stand 		ob-	'ba̲i 			kandichi 	riasa 		nanga 	takí 		lomb- 	
126 	to turn (change direction) 	‘ba̲t'i 	bend, wend	‘ba̲t'i 				ri1bi1gue1ta’3 					-ndil 	dugwif'hma
127 	to fall (as in drop) 			ta̲gi, ho̲e 	ayanj 		ndikava 	riruche 			yuja, sltuglí 	pogolnaxp 	-lich, -ndach 	didangguewo, diyujhma
128 	to give 			uni 	(na)rqué, o' 		kua'a, taxi 	rudii, rusiga'de' 			mastá, maxkí 	tïnmoyp 	-jch 	debíhihma, diguhma
129 	to hold (in one's hand) 			hä, mihi 			kutii 							denajc'ohma
130 	to squeeze 			te̲'mi 				riguié, rixii 				tïnactsï’csp 		dumejhma
131 	to rub 			koxt'i 				rixubi 						dumiłhma
132 	to wash 			pet'e, xu̲ki 			nakacha 	riguiibi' 			chakenán 		jants 	debajhma
133 	to wipe 			thuki 			nditivi 							dedufhma, dunashma
134 	to pull 			ju̲t'i 	nucuàj, xuun 		xisita 	rigu'ba', ruruuxha' 	wecao 					dexałhma, dinihehma, duwanayhma
135 	to push 			tuki 	tiguíj (ra'a) 		kakin, siki'in 	ri1lá2, rucaa1 ná’2 			tantlaglín 			dihuanshma
136 	to throw 			u̲ts'i 			kakin, siki'in 	ruchá 			makán 			degahnihma
137 	to tie 			tut'i 				run1dii1bi2 						difihehma
138 	to sew 			'we̲ti 	nuvá 	*ku ɨku 	kiku 	ri1gui1ba2 	gobe 		lixtokó 	cu’un’p 	-ay 	denatsołhma
139 	to count 	nanó 	牛年 ƒ!	pede 	nanó 		ka'vi 	ru1ga1ba’3 					-tyu 	dixuejhmehma, dinefohma
140 	to say 			mä, xifi 	taj, tu'va 		kachi 	rabi 	wenha, choe’, diidze’ 	mama, ñaa 	kuan 	inïmp, tïnyïmp 	-ndiak 	digwahma, dimihma
141 	to sing 			tuhu 	achráá 		kata 	rusiguunda', ruunda' 	wela’a 			ïp 		dunac'hma
142 	to play 			'ñeni 	tico 		kusɨkɨ 	riguite 	witj (game) 		akamanán 	ícpay 	-tsoj 	dif'ilhma
143 	to float 			hñe̲nts'i 				rixuba1 laahua2 						
144 	to flow 			tihi, nextri 				ri1dá2, ruxooñe' 						
145 	to freeze 			ntse̲ 										
146 	to swell 			hneni 			xaa 	ridxá/ruchá gui 	yi 					dewofc'ohma
147 	sun 	kandii 	candle > güne	hyadi 	güii 		kandii 	gubidxa 	gobiz 	jiarú 	chichiní 	xïjw 	naty 	galhora
148 	moon 	zänä 		zänä 	yavii 	*yòòʔ 	yoo 	beeu 	ibo' 	zana 	papá 	po' 	kaf 	galmuł'a
149 	star 	tso̲ho̲ 	tso̲ho̲r	tso̲ho̲ 	yati' 		choxini 	beleguí (archaic) 	belhj 	seje 	stakú 	majts 	ukas 	galxamna
150 	water 	na 	𓈖 Nass, naut-	dehe 	na 	*ndute 	nducha 	nisa 	nhis 	ndeje 	chúchut 	nï 	iow 	lajah
151 	rain 	sau	;)	'ye 	maàn 	*sawiʔ 	savi, dau, sau 	nisa guie 	yejo 	dyeb'e 	sen 	tu 	wijchior 	łagwi
152 	river 	yuta, hñe	𒀀𒇉 ÍD#nar 𓇋 𓏏 𓂋 𓈘 𓈖	däthe, hñe 	chráá 	*yute 	yuta 	guiigu' 	yego 	ndareje 	kasltuchoko 	mïjnï 	lam 	albanah
153 	lake 			zabi 			mini 	lagu (Spanish) 	yelha 		yacht 			linajmah
154 	sea (as in ocean) 		𓈖𓈖	däzabi 	na ya'ànj 		nducha ñɨɨ 	nisadó' 	nhisdao 	ndazapjú 	pupunú 		ndyuik 	łaja
155 	salt 	yaan 	yán 盐	u 	yaan 	*yɨɨ`ʔ 	ñɨɨ 	zidi 	zede' 	öö 	mátsat 	can 		łohwe
156 	stone 	ndojo, ndo̲do	𒎎 ni.utu	do, ma'ye, ndo̲do 	yahij 	*yuuʔ 	yuu 	guie 	ye'j 	ndojo 	chiwix 		kang 	łabíc
157 	sand 		…--	'bomu 	yo'óó chrùù 		ñɨtɨ 	yuxi 	yoxhe 	ñaxú 	muntsay 	po’y 	wiujt 	łibimats'
158 	dust 			fonthai 	tachruù, yachruù 		tɨkacha 	(yu) dé 	bixte 	xijumú 	pokxni 			łabi, galhufga, łifuh
159 	earth (as in soil) 			hai 	yo'óó 		ñu'un 	layú 	yo 	jumú 	tiyat 	nax 	iot 	łamats'
160 	cloud 	gui 		gui 	ngaa 		viko 	za 	bejo 	ngomú 	pukslni 	wintuc 	oik 	lummaway
161 	fog 			'bo̲ngui, 'bipa 	ngaa ya'àan 			gupa 	zendao 					dedíhihma lummaway
162 	sky 	guibá'	ge.pa	mahets'i 	rihaan Ya'anj 		andɨvɨ 	guibá', xaibá' 	yaba' 	ajense 	akapón 	tsajp 	tsajkats 	lemaha
163 	wind (as in breeze) 			ndähi 	nanà 	*tatiʔ 	tachi 	bi 	be' 		un 	xe’m 	ion 	ławah
164 	snow 			xija 	yu've' 		yu'va 		beye' 	xitsji 	longni 			
165 	ice 			tse̲ 	yu've' 		yu'va 	ielu (Spanish) 	beye' 	xitsji 	miki 			
166 	to smoke 			tsiyu̲i 	catze', xrón (noun) 	*yuʔwè 	ka'mi 	gu'xhu' 	chwa’ 		ikulí 	tïju’cp 	sop (noun) 	dijuehma
167 	fire 	tsibi, ñu'un 	𓍑 Tűz 𒉈 ne.bi	tsibi 		*yuʔù 	ñu'un 	gui 	yi' 		islkuyat 	jïjn 		łunga
168 	ash 			'bospi 	yaj 		yaa 	dé 	de 		slkaka 	cuyjam 	ngwiat 	łabi
169 	to burn (intransitive) 	ka'mi	𓍑 Tűz, 𓐍 𓅓 𓊮 ⲭⲣⲱⲙ charm घर्म	tsät'i 			ka'mi, kayu 	riana 			slkú 		-ndajp 	dibihehma
170 	road 			ts’ixt’u‘ñu, 'ñu 	chrej 		ichi 	neza 	nhez 	ñii 	tijia 	tou 	tiujt 	lane
171 	mountain 	t'o̲ho̲, yuku 	𓏏, 𓏘 … mounts	t'o̲ho̲, mbots'i 	quij 	*yukuʔ 	yuku 	gui'xhi' 	ya'a 	dyáá 	kasipitni 	cópac 	tiok 	łijuala
172 	red 			the̲ni 	ve'èj 	*kweʔe 	kua'a 	na1xi1ñá’2 	xna 	kjipobú 	spiníni, tsutsoko 	tsábats 		unxalí
173 	green 			k’ants’i, k’a’mi 	mareè 		kuii 	na1ber2de1 (Spanish) 	ga' 		stákga 	xúxuc 		axuayga, uxcua
174 	yellow 			k'axt'i 	míí, mayàj 	*kwaà 	kuaan 	naguchi 	gashe 		slmukúku 	pú’tsputs 	mbuwiol 	adahajngga, undahe
175 	white 		-- -- --	t'axi 	catzìì 		kuixin, xikɨyɨ 	na1qui1chi’3 	xhilh 	toxú 	sakaka, snapapa 	po'p 		galfujga
176 	black 	pothe	pitᶴ @ bitumen	'bo, pothe 	maruù 		nuu 	nayaase' 	gasj 	potjú 	tsitsaka 	yïgïc 	na 	umi
177 	night 	nxui, niñu 	nachi, nignu™	nxui 	yan' 		niñu 	gueela', huaxhinni 	chhel, gol 	xoma 	tsisní 	tsu' 	ungius 	libuguih
178 	day (daytime) 	dxi, güii 	gün … 𓆶 	pa 	güii 	*kɨwɨʔ 	kɨvɨ 	dxi 	za 	paa 	kakuwiní 	xïm 	naty 	lidine
179 	year 	je̲ya 		je̲ya 	yo' 	*kwiya 	kuiya 	iza 	iza 	tsjema 	kata 	xíwit 	ñiat 	łamats'
180 	warm (as in weather) 			mpani 		*iʔniʔ 	i'ni 	nan1dá’3 (hot) 	da'la 	paa 	chíchi 	pówic (noun) 		ajoygah; inúh (hot)
181 	cold (as in weather) 			ntse̲ 	coj 		vɨxin 	nananda 	zaga 	jotú 	lognún, kawitutá 		kiñ 	axida
182 	full 			ñuts'i 	nichràa, nù' 		sikuku (verb) 	na1ze2, dxa’2 	nza', yoz 	nizhi 	tatsamá 			imanna, ixuayda
183 	new 	'ra'yo nacà(bi) 	𓂋 𓈖 𓊪 𓆶 𓆰	'ra'yo 	nacà 		xaa 	na1cu2bi1 	rhita, cobe 		sasti 	námay 		ats'é
184 	old 		…--	xita, txu 	ngà, re'èè 		chee, yata 	na1hue2la1 	golha 		makám 	ámpay 	nataxuy, ngarrats 	aguweh
185 	good 		…--	za, hogi 	nò, sà' 	*waʔa 	va'a 	na1cha’3hui’1, yo2 		joo 	tlan 	oy 	ñe 	ac'a
186 	bad 		…--	nts'o 	chi'ìì 		kue'e 	na1dxa1ba’3 	xhi'a 		nitlán 	malo’c (Spanish) 		ahij mejor
187 	rotten (as, a log) 			'ya 	richruù (of wood) 	*teʔyu 	kue'e 	nayuudxu' 	gozo' 		masnít 		tyux, -pandy (verb) 	iweł'gui
188 	dirty 			nts'o 	caniquè', rìn' 		ña'an 	nabiidi', nachipa 	ne’e, bziwe’, besjo 		tsintsíli 		-nay 	axujc'a
189 	straight 			njwäntho 			ndoo 				sluloko, tanes 		-lyeng 	
190 	round 		X	tsant’i 	cachrìin, xòò 	*kute 	tɨloo 	bi1tu1 xi3ga1 (noun) 	blol 		stilili 			axpeyyugui
191 	sharp (as a knife) 			hye̲nte, hño 	naca (verb) 		xaan 	na1du1xhu’3 						
192 	dull (as a knife) 			doñä 				natuumbu' 						
193 	smooth 			nts'u̲k 	nu'vè 	*lɨʔwɨʔ 	kama, lɨɨ 	nadxiibi' 						łuc', abijga
194 	wet 	nadxé' 	𓈖 naß	nk'a, mobo 	'yòò 		vixa 	nadxé' 			chítwa 	xó’guic 	-kats 	ijagui
195 	dry (adjective) 			'yot'i, 'ñoni 	nacòò 		ichɨ 	nabidxi 			skakni 		-wajk 	ijuł
196 	right (correct) 		X	hogi 			ndaa 	jneza 	ojo'o 			iyacxtá’cway 		ałingca, ma dałmay
